Day of Week,Date,Hour ending,Hourly volume Southbound,HCV % Southbound,Hourly volume Northbound,HCV % Northbound,Total volume,Total % HCV
Tue, Mar 13 2012,1300,563,9.2,605,9.9,1168,9.6
Tue, Mar 13 2012,1400,622,5.1,633,8.8,1255,7
Tue, Mar 13 2012,1500,633,7.4,767,7,1400,7.2
Tue, Mar 13 2012,1600,600,6,926,6.2,1526,6.1
Tue, Mar 13 2012,1700,672,6.8,1017,3.8,1689,5
Tue, Mar 13 2012,1800,614,5.7,1067,3,1681,4
Tue, Mar 13 2012,1900,593,3.4,959,3.6,1552,3.5
Tue, Mar 13 2012,2000,541,4.4,693,3.6,1234,4
Tue, Mar 13 2012,2100,316,5.4,500,3.2,816,4
Tue, Mar 13 2012,2200,264,3,406,4.7,670,4
Tue, Mar 13 2012,2300,208,3.4,309,4.2,517,3.9
Tue, Mar 13 2012,2400,150,6.7,219,4.6,369,5.4
Wed, Mar 14 2012,0100,68,8.8,140,6.4,208,7.2
Wed, Mar 14 2012,0200,36,30.6,59,8.5,95,16.8
Wed, Mar 14 2012,0300,22,27.3,75,13.3,97,16.5
Wed, Mar 14 2012,0400,27,25.9,40,22.5,67,23.9
Wed, Mar 14 2012,0500,42,23.8,22,31.8,64,26.6
Wed, Mar 14 2012,0600,172,11.6,43,34.9,215,16.3
Wed, Mar 14 2012,0700,559,7.5,115,20.9,674,9.8
Wed, Mar 14 2012,0800,1058,4.3,323,13,1381,6.3
Wed, Mar 14 2012,0900,766,5.4,604,8.1,1370,6.6
Wed, Mar 14 2012,1000,595,6.2,509,11.8,1104,8.8
Wed, Mar 14 2012,1100,750,6.9,484,11.8,1234,8.8
Wed, Mar 14 2012,1200,633,8.4,590,13.7,1223,11
Wed, Mar 14 2012,1300,648,9.7,603,9.1,1251,9.4
Wed, Mar 14 2012,1400,593,7.4,617,5.8,1210,6.6
Wed, Mar 14 2012,1500,631,7.4,743,6.9,1374,7.1
Wed, Mar 14 2012,1600,617,8.4,899,7.5,1516,7.8
Wed, Mar 14 2012,1700,593,7.8,965,5.8,1558,6.5
Wed, Mar 14 2012,1800,635,6.1,994,4.7,1629,5.3
Wed, Mar 14 2012,1900,657,4.1,1003,4.7,1660,4.5
Wed, Mar 14 2012,2000,542,4.6,792,3.2,1334,3.7
Wed, Mar 14 2012,2100,398,4.5,530,2.5,928,3.3
Wed, Mar 14 2012,2200,285,3.9,469,3.4,754,3.6
Wed, Mar 14 2012,2300,225,3.1,343,5.2,568,4.4
Wed, Mar 14 2012,2400,150,4,211,5.2,361,4.7
Thu, Mar 15 2012,0100,59,20.3,159,5,218,9.2
Thu, Mar 15 2012,0200,29,17.2,60,6.7,89,10.1
Thu, Mar 15 2012,0300,26,30.8,94,10.6,120,15
Thu, Mar 15 2012,0400,25,24,40,7.5,65,13.8
Thu, Mar 15 2012,0500,35,25.7,27,22.2,62,24.2
Thu, Mar 15 2012,0600,162,9.3,40,45,202,16.3
Thu, Mar 15 2012,0700,574,4.2,131,22.1,705,7.5
Thu, Mar 15 2012,0800,1076,4.6,307,13.4,1383,6.5
Thu, Mar 15 2012,0900,699,7.2,610,10.3,1309,8.6
Thu, Mar 15 2012,1000,648,4.5,474,11.4,1122,7.4
Thu, Mar 15 2012,1100,774,5.9,469,9.2,1243,7.2
Thu, Mar 15 2012,1200,641,8.3,527,11.8,1168,9.8
Thu, Mar 15 2012,1300,645,11.2,653,8.4,1298,9.8
Thu, Mar 15 2012,1400,616,7,690,5.7,1306,6.3
Thu, Mar 15 2012,1500,612,7.4,766,8,1378,7.7
Thu, Mar 15 2012,1600,648,7.7,843,5.5,1491,6.4
Thu, Mar 15 2012,1700,633,8.5,1024,4.6,1657,6.1
Thu, Mar 15 2012,1800,635,6.1,1016,3.2,1651,4.4
Thu, Mar 15 2012,1900,678,3.8,972,4.7,1650,4.4
Thu, Mar 15 2012,2000,584,3.1,796,2.3,1380,2.6
Thu, Mar 15 2012,2100,403,3.5,607,2.8,1010,3.1
Thu, Mar 15 2012,2200,341,4.4,466,3.2,807,3.7
Thu, Mar 15 2012,2300,250,3.2,386,6,636,4.9
Thu, Mar 15 2012,2400,112,4.5,224,4,336,4.2
Fri, Mar 16 2012,0100,75,16,184,2.7,259,6.6
Fri, Mar 16 2012,0200,40,15,102,3.9,142,7
Fri, Mar 16 2012,0300,22,31.8,86,7,108,12
Fri, Mar 16 2012,0400,28,17.9,44,15.9,72,16.7
Fri, Mar 16 2012,0500,41,22,37,18.9,78,20.5
Fri, Mar 16 2012,0600,192,9.9,36,30.6,228,13.2
Fri, Mar 16 2012,0700,469,6.4,119,24.4,588,10
Fri, Mar 16 2012,0800,967,5.8,311,13.5,1278,7.7
Fri, Mar 16 2012,0900,738,5.8,548,8.2,1286,6.8
Fri, Mar 16 2012,1000,651,5.8,496,10.7,1147,7.9
Fri, Mar 16 2012,1100,727,7,590,9.3,1317,8
Fri, Mar 16 2012,1200,735,10.3,662,9.7,1397,10
Fri, Mar 16 2012,1300,716,8,818,8.6,1534,8.3
Fri, Mar 16 2012,1400,760,7.6,897,4.9,1657,6.2
Fri, Mar 16 2012,1500,704,5.3,935,7,1639,6.2
Fri, Mar 16 2012,1600,683,6.1,966,4,1649,4.9
Fri, Mar 16 2012,1700,741,6.2,1040,4.2,1781,5.1
Fri, Mar 16 2012,1800,737,4.6,1021,4.5,1758,4.6
Fri, Mar 16 2012,1900,779,3.3,1016,4.2,1795,3.8
Fri, Mar 16 2012,2000,802,2.6,938,2,1740,2.3
Fri, Mar 16 2012,2100,471,3,753,1.7,1224,2.2
Fri, Mar 16 2012,2200,425,1.2,653,2.6,1078,2
Fri, Mar 16 2012,2300,259,3.9,411,2.7,670,3.1
Fri, Mar 16 2012,2400,167,7.8,268,3.4,435,5.1
Sat, Mar 17 2012,0100,70,7.1,159,2.5,229,3.9
Sat, Mar 17 2012,0200,72,5.6,147,1.4,219,2.7
Sat, Mar 17 2012,0300,44,6.8,86,4.7,130,5.4
Sat, Mar 17 2012,0400,25,16,72,8.3,97,10.3
Sat, Mar 17 2012,0500,24,25,48,2.1,72,9.7
Sat, Mar 17 2012,0600,39,15.4,30,3.3,69,10.1
Sat, Mar 17 2012,0700,90,10,40,7.5,130,9.2
Sat, Mar 17 2012,0800,193,5.2,121,5.8,314,5.4
Sat, Mar 17 2012,0900,275,3.3,194,6.2,469,4.5
Sat, Mar 17 2012,1000,380,1.6,309,6.5,689,3.8
Sat, Mar 17 2012,1100,591,1.9,444,3.8,1035,2.7
Sat, Mar 17 2012,1200,628,1.8,532,2.4,1160,2.1
Sat, Mar 17 2012,1300,598,2.7,505,1.2,1103,2
Sat, Mar 17 2012,1400,552,1.4,539,2.2,1091,1.8
Sat, Mar 17 2012,1500,545,1.3,549,0.9,1094,1.1
Sat, Mar 17 2012,1600,535,1.3,594,1.3,1129,1.3
Sat, Mar 17 2012,1700,482,1.5,551,1.8,1033,1.6
Sat, Mar 17 2012,1800,420,2.6,550,1.6,970,2.1
Sat, Mar 17 2012,1900,375,2.1,469,3.6,844,3
Sat, Mar 17 2012,2000,488,0.8,458,1.3,946,1.1
Sat, Mar 17 2012,2100,376,0.5,395,1,771,0.8
Sat, Mar 17 2012,2200,237,0.4,307,2.3,544,1.5
Sat, Mar 17 2012,2300,164,1.8,223,0.4,387,1
Sat, Mar 17 2012,2400,91,1.1,144,1.4,235,1.3
Sun, Mar 18 2012,0100,86,1.2,136,0,222,0.5
Sun, Mar 18 2012,0200,71,2.8,101,1,172,1.7
Sun, Mar 18 2012,0300,80,1.2,100,1,180,1.1
Sun, Mar 18 2012,0400,53,1.9,105,2.9,158,2.5
Sun, Mar 18 2012,0500,55,1.8,84,1.2,139,1.4
Sun, Mar 18 2012,0600,37,5.4,32,0,69,2.9
Sun, Mar 18 2012,0700,53,5.7,27,3.7,80,5
Sun, Mar 18 2012,0800,130,2.3,67,1.5,197,2
Sun, Mar 18 2012,0900,254,2.4,143,2.1,397,2.3
Sun, Mar 18 2012,1000,250,2.4,236,3.8,486,3.1
Sun, Mar 18 2012,1100,445,1.1,331,1.5,776,1.3
Sun, Mar 18 2012,1200,621,0.8,561,1.8,1182,1.3
Sun, Mar 18 2012,1300,827,1.2,774,1.2,1601,1.2
Sun, Mar 18 2012,1400,708,1.6,922,0.4,1630,0.9
Sun, Mar 18 2012,1500,752,1.5,870,0.6,1622,1
Sun, Mar 18 2012,1600,635,0.2,752,1.1,1387,0.6
Sun, Mar 18 2012,1700,768,0.9,836,1,1604,0.9
Sun, Mar 18 2012,1800,602,1.8,867,1.3,1469,1.5
Sun, Mar 18 2012,1900,627,1,779,1.4,1406,1.2
Sun, Mar 18 2012,2000,655,1.5,672,0.1,1327,0.8
Sun, Mar 18 2012,2100,467,0.9,486,1,953,0.9
Sun, Mar 18 2012,2200,359,0.6,365,2.2,724,1.4
Sun, Mar 18 2012,2300,182,1.6,245,1.6,427,1.6
Sun, Mar 18 2012,2400,114,0.9,222,2.3,336,1.8
Mon, Mar 19 2012,0100,64,3.1,131,0.8,195,1.5
Mon, Mar 19 2012,0200,52,3.8,84,0,136,1.5
Mon, Mar 19 2012,0300,31,12.9,55,1.8,86,5.8
Mon, Mar 19 2012,0400,34,5.9,66,3,100,4
Mon, Mar 19 2012,0500,32,6.2,46,4.3,78,5.1
Mon, Mar 19 2012,0600,59,11.9,39,12.8,98,12.2
Mon, Mar 19 2012,0700,106,6.6,44,13.6,150,8.7
Mon, Mar 19 2012,0800,192,6.8,98,4.1,290,5.9
Mon, Mar 19 2012,0900,226,5.3,154,7.1,380,6.1
Mon, Mar 19 2012,1000,260,4.2,153,11.1,413,6.8
Mon, Mar 19 2012,1100,372,4.6,353,4.8,725,4.7
Mon, Mar 19 2012,1200,549,2.9,458,6.3,1007,4.5
Mon, Mar 19 2012,1300,672,3.1,541,3.1,1213,3.1
Mon, Mar 19 2012,1400,739,2,564,3.4,1303,2.6
Mon, Mar 19 2012,1500,799,2,669,2.2,1468,2.1
Mon, Mar 19 2012,1600,674,1.3,725,1.9,1399,1.7
Mon, Mar 19 2012,1700,743,2.4,733,2.5,1476,2.4
Mon, Mar 19 2012,1800,720,2.4,763,1.8,1483,2.1
Mon, Mar 19 2012,1900,787,1.9,781,3.2,1568,2.6
Mon, Mar 19 2012,2000,798,3.1,566,1.4,1364,2.4
Mon, Mar 19 2012,2100,625,1.4,512,4.1,1137,2.6
Mon, Mar 19 2012,2200,421,2.9,332,4.8,753,3.7
Mon, Mar 19 2012,2300,319,2.8,245,6.1,564,4.3
Mon, Mar 19 2012,2400,151,4,154,5.8,305,4.9
Tue, Mar 20 2012,0100,65,3.1,140,3.6,205,3.4
Tue, Mar 20 2012,0200,49,18.4,63,6.3,112,11.6
Tue, Mar 20 2012,0300,18,16.7,36,13.9,54,14.8
Tue, Mar 20 2012,0400,25,12,27,25.9,52,19.2
Tue, Mar 20 2012,0500,40,17.5,21,33.3,61,23
Tue, Mar 20 2012,0600,147,9.5,64,28.1,211,15.2
Tue, Mar 20 2012,0700,595,5,153,14.4,748,7
Tue, Mar 20 2012,0800,1050,4.4,392,10.2,1442,6
Tue, Mar 20 2012,0900,726,7.9,598,8,1324,7.9
Tue, Mar 20 2012,1000,628,7.3,462,10,1090,8.4
Tue, Mar 20 2012,1100,695,6,458,10.7,1153,7.9
Tue, Mar 20 2012,1200,649,6.3,498,10.2,1147,8
Tue, Mar 20 2012,1300,626,6.7,619,8.7,1245,7.7
Tue, Mar 20 2012,1400,604,5.6,612,5.7,1216,5.7
Tue, Mar 20 2012,1500,631,9,658,8.2,1289,8.6
Tue, Mar 20 2012,1600,649,7.7,872,6.8,1521,7.2
Tue, Mar 20 2012,1700,594,5.6,945,5.5,1539,5.5
Tue, Mar 20 2012,1800,590,7.5,951,4.1,1541,5.4
Tue, Mar 20 2012,1900,619,3.6,1005,4.4,1624,4.1
Tue, Mar 20 2012,2000,572,4,755,4.6,1327,4.4
Tue, Mar 20 2012,2100,314,3.8,465,2.8,779,3.2
Tue, Mar 20 2012,2200,239,2.5,448,3.8,687,3.3
Tue, Mar 20 2012,2300,182,2.7,327,2.4,509,2.6
Tue, Mar 20 2012,2400,121,6.6,185,3.2,306,4.6
Wed, Mar 21 2012,0100,44,6.8,135,3,179,3.9
Wed, Mar 21 2012,0200,29,24.1,57,12.3,86,16.3
Wed, Mar 21 2012,0300,16,18.8,61,11.5,77,13
Wed, Mar 21 2012,0400,32,31.2,31,16.1,63,23.8
Wed, Mar 21 2012,0500,47,23.4,23,34.8,70,27.1
Wed, Mar 21 2012,0600,157,12.1,51,25.5,208,15.4
Wed, Mar 21 2012,0700,558,4.8,120,15.8,678,6.8
Wed, Mar 21 2012,0800,1077,4.5,331,10.9,1408,6
Wed, Mar 21 2012,0900,660,5.9,645,8.5,1305,7.2
Wed, Mar 21 2012,1000,584,7.7,506,8.1,1090,7.9
Wed, Mar 21 2012,1100,681,6.8,446,9.6,1127,7.9
Wed, Mar 21 2012,1200,652,6.7,542,9.2,1194,7.9
Wed, Mar 21 2012,1300,611,9.2,610,8.5,1221,8.8
Wed, Mar 21 2012,1400,623,6.9,653,7.8,1276,7.4
Wed, Mar 21 2012,1500,584,8.7,690,8.6,1274,8.6
Wed, Mar 21 2012,1600,617,7.8,912,6.4,1529,6.9
Wed, Mar 21 2012,1700,579,7.8,997,6.1,1576,6.7
Wed, Mar 21 2012,1800,654,5,1026,3.8,1680,4.3
Wed, Mar 21 2012,1900,682,3.5,1008,4.2,1690,3.9
Wed, Mar 21 2012,2000,545,3.7,772,2.2,1317,2.8
Wed, Mar 21 2012,2100,372,5.9,487,2.1,859,3.7
Wed, Mar 21 2012,2200,279,5.4,432,3.2,711,4.1
Wed, Mar 21 2012,2300,187,1.6,359,3.1,546,2.6
Wed, Mar 21 2012,2400,107,5.6,201,4,308,4.5
Thu, Mar 22 2012,0100,55,7.3,128,3.9,183,4.9
Thu, Mar 22 2012,0200,32,34.4,63,9.5,95,17.9
Thu, Mar 22 2012,0300,23,21.7,66,7.6,89,11.2
Thu, Mar 22 2012,0400,23,30.4,41,0,64,10.9
Thu, Mar 22 2012,0500,41,17.1,35,34.3,76,25
Thu, Mar 22 2012,0600,164,10.4,45,22.2,209,12.9
Thu, Mar 22 2012,0700,565,6,119,20.2,684,8.5
Thu, Mar 22 2012,0800,1100,3.9,353,12.7,1453,6.1
Thu, Mar 22 2012,0900,717,6.6,577,8.1,1294,7.3
Thu, Mar 22 2012,1000,554,8.5,469,10.7,1023,9.5
Thu, Mar 22 2012,1100,766,5.7,464,11.6,1230,8
Thu, Mar 22 2012,1200,668,8.5,561,10.5,1229,9.4
Thu, Mar 22 2012,1300,602,9,600,10.7,1202,9.8
Thu, Mar 22 2012,1400,622,8,631,6.8,1253,7.4
Thu, Mar 22 2012,1500,577,7.3,765,8.1,1342,7.7
Thu, Mar 22 2012,1600,647,8,855,5.6,1502,6.7
Thu, Mar 22 2012,1700,629,7.3,1010,4.6,1639,5.6
Thu, Mar 22 2012,1800,652,7.5,1089,4.4,1741,5.6
Thu, Mar 22 2012,1900,681,3.2,1004,3.5,1685,3.4
Thu, Mar 22 2012,2000,587,3.4,741,2.8,1328,3.1
Thu, Mar 22 2012,2100,404,5.7,560,3.8,964,4.6
Thu, Mar 22 2012,2200,303,4.3,514,2.5,817,3.2
Thu, Mar 22 2012,2300,224,5.4,343,5.2,567,5.3
Thu, Mar 22 2012,2400,108,8.3,270,4.1,378,5.3
Fri, Mar 23 2012,0100,60,8.3,188,4.8,248,5.6
Fri, Mar 23 2012,0200,31,12.9,108,3.7,139,5.8
Fri, Mar 23 2012,0300,20,35,69,7.2,89,13.5
Fri, Mar 23 2012,0400,28,28.6,48,10.4,76,17.1
Fri, Mar 23 2012,0500,40,25,34,23.5,74,24.3
Fri, Mar 23 2012,0600,164,6.1,39,38.5,203,12.3
Fri, Mar 23 2012,0700,523,7.3,107,23.4,630,10
Fri, Mar 23 2012,0800,1017,5.2,302,12.9,1319,7
Fri, Mar 23 2012,0900,733,5.9,590,12,1323,8.6
Fri, Mar 23 2012,1000,582,6.4,412,11.7,994,8.6
Fri, Mar 23 2012,1100,703,7.5,558,10.8,1261,9
Fri, Mar 23 2012,1200,702,9.5,631,8.7,1333,9.2
Fri, Mar 23 2012,1300,700,5.9,785,6.4,1485,6.1
Fri, Mar 23 2012,1400,645,6.7,942,4,1587,5.1
Fri, Mar 23 2012,1500,589,8.3,980,6.8,1569,7.4
Fri, Mar 23 2012,1600,630,7.1,979,5.1,1609,5.9
Fri, Mar 23 2012,1700,685,7.2,953,5.1,1638,6
Fri, Mar 23 2012,1800,745,5.1,974,4.9,1719,5
Fri, Mar 23 2012,1900,710,3.2,999,4.9,1709,4.2
Fri, Mar 23 2012,2000,663,2.3,822,1.9,1485,2.1
Fri, Mar 23 2012,2100,437,3.7,647,1.2,1084,2.2
Fri, Mar 23 2012,2200,365,2.7,537,2.2,902,2.4
Fri, Mar 23 2012,2300,193,5.7,402,3,595,3.9
Fri, Mar 23 2012,2400,110,6.4,266,3.4,376,4.3
Sat, Mar 24 2012,0100,74,12.2,157,3.2,231,6.1
Sat, Mar 24 2012,0200,49,4.1,121,2.5,170,2.9
Sat, Mar 24 2012,0300,27,22.2,72,9.7,99,13.1
Sat, Mar 24 2012,0400,25,4,61,8.2,86,7
Sat, Mar 24 2012,0500,34,20.6,39,5.1,73,12.3
Sat, Mar 24 2012,0600,126,9.5,34,17.6,160,11.2
Sat, Mar 24 2012,0700,155,12.3,72,22.2,227,15.4
Sat, Mar 24 2012,0800,323,10.2,155,12.9,478,11.1
Sat, Mar 24 2012,0900,535,5.2,277,7.2,812,5.9
Sat, Mar 24 2012,1000,717,4,384,9.1,1101,5.8
Sat, Mar 24 2012,1100,713,4.3,523,5.7,1236,4.9
Sat, Mar 24 2012,1200,746,2.9,613,4.4,1359,3.6
Sat, Mar 24 2012,1300,675,3.3,770,3.8,1445,3.5
Sat, Mar 24 2012,1400,676,3.6,770,3.2,1446,3.4
Sat, Mar 24 2012,1500,673,3.9,757,3.6,1430,3.7
Sat, Mar 24 2012,1600,608,1.2,709,3,1317,2.1
Sat, Mar 24 2012,1700,672,2.8,788,2.7,1460,2.7
Sat, Mar 24 2012,1800,575,2.6,830,2,1405,2.3
Sat, Mar 24 2012,1900,698,1.7,807,2.2,1505,2
Sat, Mar 24 2012,2000,623,1.6,607,0.8,1230,1.2
Sat, Mar 24 2012,2100,465,1.1,510,2.2,975,1.6
Sat, Mar 24 2012,2200,354,1.1,419,2.9,773,2.1
Sat, Mar 24 2012,2300,217,2.3,405,1.2,622,1.6
Sat, Mar 24 2012,2400,154,0.6,335,0.9,489,0.8
Sun, Mar 25 2012,0100,97,1,241,0.4,338,0.6
Sun, Mar 25 2012,0200,106,0.9,210,1,316,0.9
Sun, Mar 25 2012,0300,116,0.9,180,1.1,296,1
Sun, Mar 25 2012,0400,73,4.1,137,1.5,210,2.4
Sun, Mar 25 2012,0500,59,3.4,127,1.6,186,2.2
Sun, Mar 25 2012,0600,81,2.5,120,2.5,201,2.5
Sun, Mar 25 2012,0700,129,1.6,76,3.9,205,2.4
Sun, Mar 25 2012,0800,224,2.2,166,1.2,390,1.8
Sun, Mar 25 2012,0900,300,5.3,178,5.1,478,5.2
Sun, Mar 25 2012,1000,391,2.6,353,4.5,744,3.5
Sun, Mar 25 2012,1100,518,4.6,352,4,870,4.4
Sun, Mar 25 2012,1200,731,2.3,514,1.4,1245,1.9
Sun, Mar 25 2012,1300,774,1.9,579,3.6,1353,2.7
Sun, Mar 25 2012,1400,731,2.3,682,2.1,1413,2.2
Sun, Mar 25 2012,1500,725,1.9,748,1.7,1473,1.8
Sun, Mar 25 2012,1600,752,1.1,748,1.7,1500,1.4
Sun, Mar 25 2012,1700,737,0.9,759,2.2,1496,1.6
Sun, Mar 25 2012,1800,727,2.1,907,1.2,1634,1.6
Sun, Mar 25 2012,1900,698,2.7,981,1.7,1679,2.1
Sun, Mar 25 2012,2000,595,4.7,836,0.8,1431,2.4
Sun, Mar 25 2012,2100,628,2.1,758,2.2,1386,2.2
Sun, Mar 25 2012,2200,533,1.5,536,4.9,1069,3.2
Sun, Mar 25 2012,2300,358,2.5,307,4.6,665,3.5
Sun, Mar 25 2012,2400,189,4.2,199,6.5,388,5.4
Mon, Mar 26 2012,0100,82,4.9,91,5.5,173,5.2
Mon, Mar 26 2012,0200,46,15.2,62,1.6,108,7.4
Mon, Mar 26 2012,0300,15,20,36,8.3,51,11.8
Mon, Mar 26 2012,0400,24,29.2,20,15,44,22.7
Mon, Mar 26 2012,0500,46,17.4,23,26.1,69,20.3
Mon, Mar 26 2012,0600,161,7.5,50,16,211,9.5
Mon, Mar 26 2012,0700,560,4.6,150,11.3,710,6.1
Mon, Mar 26 2012,0800,1056,5.1,369,12.2,1425,6.9
Mon, Mar 26 2012,0900,681,5.4,676,8.1,1357,6.8
Mon, Mar 26 2012,1000,614,7.8,409,8.6,1023,8.1
Mon, Mar 26 2012,1100,755,5.8,444,10.6,1199,7.6
Mon, Mar 26 2012,1200,627,6.1,520,8.5,1147,7.1
Mon, Mar 26 2012,1300,635,6.6,546,8.8,1181,7.6
Mon, Mar 26 2012,1400,568,5.5,735,7.8,1303,6.8
Mon, Mar 26 2012,1500,658,8.2,690,6.8,1348,7.5
Mon, Mar 26 2012,1600,637,6.4,837,6.2,1474,6.3
Mon, Mar 26 2012,1700,575,7,945,4.1,1520,5.2
Mon, Mar 26 2012,1800,661,5.1,1049,3.3,1710,4
Mon, Mar 26 2012,1900,706,3.5,1018,4.7,1724,4.2
Mon, Mar 26 2012,2000,506,4.7,700,3.7,1206,4.1
Mon, Mar 26 2012,2100,382,5.2,560,4.1,942,4.6
Mon, Mar 26 2012,2200,277,4,449,2.2,726,2.9
Mon, Mar 26 2012,2300,203,3.9,322,4,525,4
Mon, Mar 26 2012,2400,94,2.1,180,3.3,274,2.9
Tue, Mar 27 2012,0100,49,10.2,120,5,169,6.5
Tue, Mar 27 2012,0200,18,44.4,57,7,75,16
Tue, Mar 27 2012,0300,19,31.6,48,8.3,67,14.9
Tue, Mar 27 2012,0400,17,17.6,33,21.2,50,20
Tue, Mar 27 2012,0500,43,25.6,22,31.8,65,27.7
Tue, Mar 27 2012,0600,165,6.7,46,28.3,211,11.4
Tue, Mar 27 2012,0700,542,5.4,119,21.8,661,8.3
Tue, Mar 27 2012,0800,1064,4.8,361,12.7,1425,6.8
Tue, Mar 27 2012,0900,697,6.5,643,8.2,1340,7.3
Tue, Mar 27 2012,1000,578,8.8,469,10,1047,9.4
Tue, Mar 27 2012,1100,764,6.2,490,12,1254,8.5
Tue, Mar 27 2012,1200,648,7.4,517,9.5,1165,8.3
Tue, Mar 27 2012,1300,647,7.7,637,8.3,1284,8
Tue, Mar 27 2012,1400,600,6,627,6.2,1227,6.1
Tue, Mar 27 2012,1500,568,6.9,719,8.2,1287,7.6
Tue, Mar 27 2012,1600,620,8.1,832,7.5,1452,7.7
Tue, Mar 27 2012,1700,563,7.6,1041,3.3,1604,4.8
Tue, Mar 27 2012,1800,567,5.5,1010,3.3,1577,4.1
Tue, Mar 27 2012,1900,665,3.8,1009,4.2,1674,4
Tue, Mar 27 2012,2000,540,4.6,675,2.4,1215,3.4
Tue, Mar 27 2012,2100,361,2.5,570,2.3,931,2.4
Tue, Mar 27 2012,2200,306,2,445,3.8,751,3.1
Tue, Mar 27 2012,2300,207,4.8,322,2.5,529,3.4
Tue, Mar 27 2012,2400,138,2.9,217,4.6,355,3.9
Wed, Mar 28 2012,0100,61,13.1,145,0.7,206,4.4
Wed, Mar 28 2012,0200,30,23.3,59,13.6,89,16.9
Wed, Mar 28 2012,0300,15,20,61,4.9,76,7.9
Wed, Mar 28 2012,0400,28,14.3,29,13.8,57,14
Wed, Mar 28 2012,0500,42,26.2,22,45.5,64,32.8
Wed, Mar 28 2012,0600,174,8.6,47,27.7,221,12.7
Wed, Mar 28 2012,0700,530,6.4,115,22.6,645,9.3
Wed, Mar 28 2012,0800,1060,4.4,335,14.3,1395,6.8
Wed, Mar 28 2012,0900,698,5.7,642,10,1340,7.8
Wed, Mar 28 2012,1000,597,7.7,510,10.8,1107,9.1
Wed, Mar 28 2012,1100,689,5.7,483,11.8,1172,8.2
Wed, Mar 28 2012,1200,620,8.2,585,8.7,1205,8.5
Wed, Mar 28 2012,1300,602,11.1,645,7.1,1247,9.1
Wed, Mar 28 2012,1400,562,7.7,664,8.1,1226,7.9
Wed, Mar 28 2012,1500,624,6.7,664,6.9,1288,6.8
Wed, Mar 28 2012,1600,598,8,852,6.3,1450,7
Wed, Mar 28 2012,1700,603,8,1005,5.2,1608,6.2
Wed, Mar 28 2012,1800,619,4.5,982,3.9,1601,4.1
Wed, Mar 28 2012,1900,693,3.8,967,4.1,1660,4
Wed, Mar 28 2012,2000,558,3.2,665,3.5,1223,3.4
Wed, Mar 28 2012,2100,412,5.3,583,2.7,995,3.8
Wed, Mar 28 2012,2200,294,4.1,454,4.6,748,4.4
Wed, Mar 28 2012,2300,220,5,306,4.6,526,4.8
Wed, Mar 28 2012,2400,129,8.5,207,3.4,336,5.4
Thu, Mar 29 2012,0100,52,11.5,157,1.3,209,3.8
Thu, Mar 29 2012,0200,32,25,75,6.7,107,12.1
Thu, Mar 29 2012,0300,19,21.1,71,7,90,10
Thu, Mar 29 2012,0400,22,18.2,37,5.4,59,10.2
Thu, Mar 29 2012,0500,39,17.9,26,19.2,65,18.5
Thu, Mar 29 2012,0600,171,12.3,52,26.9,223,15.7
Thu, Mar 29 2012,0700,540,5.6,133,22.6,673,8.9
Thu, Mar 29 2012,0800,981,6.3,350,11.4,1331,7.7
Thu, Mar 29 2012,0900,676,5.5,587,9.5,1263,7.4
Thu, Mar 29 2012,1000,582,7.6,472,12.9,1054,10
Thu, Mar 29 2012,1100,720,8.1,482,11.4,1202,9.4
Thu, Mar 29 2012,1200,634,8.4,522,11.7,1156,9.9
Thu, Mar 29 2012,1300,602,8.6,563,8.5,1165,8.6
Thu, Mar 29 2012,1400,589,6.6,666,9,1255,7.9
Thu, Mar 29 2012,1500,605,7.1,700,9,1305,8.1
Thu, Mar 29 2012,1600,657,7.9,810,7.5,1467,7.7
Thu, Mar 29 2012,1700,630,8.6,963,5,1593,6.4
Thu, Mar 29 2012,1800,664,6.3,996,4.4,1660,5.2
Thu, Mar 29 2012,1900,669,4.6,901,3.8,1570,4.1
Thu, Mar 29 2012,2000,546,6,726,3.4,1272,4.6
Thu, Mar 29 2012,2100,399,3.5,653,3.1,1052,3.2
Thu, Mar 29 2012,2200,339,3.5,531,2.8,870,3.1
Thu, Mar 29 2012,2300,259,5.8,310,4.8,569,5.3
Thu, Mar 29 2012,2400,114,5.3,243,3.3,357,3.9
Fri, Mar 30 2012,0100,56,12.5,179,5.6,235,7.2
Fri, Mar 30 2012,0200,32,15.6,86,8.1,118,10.2
Fri, Mar 30 2012,0300,26,23.1,74,8.1,100,12
Fri, Mar 30 2012,0400,27,14.8,48,10.4,75,12
Fri, Mar 30 2012,0500,42,16.7,44,18.2,86,17.4
Fri, Mar 30 2012,0600,194,7.7,40,22.5,234,10.3
Fri, Mar 30 2012,0700,484,5,132,24.2,616,9.1
Fri, Mar 30 2012,0800,1000,5,292,14.7,1292,7.2
Fri, Mar 30 2012,0900,717,4.6,553,8.9,1270,6.5
Fri, Mar 30 2012,1000,616,7.6,459,8.5,1075,8
Fri, Mar 30 2012,1100,726,8.1,498,10.8,1224,9.2
Fri, Mar 30 2012,1200,651,7.8,646,9.4,1297,8.6
Fri, Mar 30 2012,1300,716,6.8,742,7.5,1458,7.2
Fri, Mar 30 2012,1400,661,7.3,916,5.7,1577,6.3
Fri, Mar 30 2012,1500,667,7,921,6,1588,6.4
