Day of Week,Date,Hour ending,Hourly volume Southbound,HCV % Southbound,Hourly volume Northbound,HCV % Northbound,Total volume,Total % HCV
Sat, Feb 25 2012,1100,710,3.7,505,5.5,1215,4.4
Sat, Feb 25 2012,1200,724,2.9,638,4.2,1362,3.5
Sat, Feb 25 2012,1300,675,3.6,723,3,1398,3.3
Sat, Feb 25 2012,1400,721,2.4,819,2.8,1540,2.6
Sat, Feb 25 2012,1500,616,3.6,728,2.7,1344,3.1
Sat, Feb 25 2012,1600,623,2.2,742,2.2,1365,2.2
Sat, Feb 25 2012,1700,572,3.1,802,1.9,1374,2.4
Sat, Feb 25 2012,1800,549,2.4,858,2.3,1407,2.3
Sat, Feb 25 2012,1900,549,2,764,3,1313,2.6
Sat, Feb 25 2012,2000,623,1.1,592,2.7,1215,1.9
Sat, Feb 25 2012,2100,498,1.8,490,2,988,1.9
Sat, Feb 25 2012,2200,341,0.6,376,2.4,717,1.5
Sat, Feb 25 2012,2300,211,0,262,1.9,473,1.1
Sat, Feb 25 2012,2400,103,2.9,229,1.3,332,1.8
Sun, Feb 26 2012,0100,71,1.4,151,2,222,1.8
Sun, Feb 26 2012,0200,59,3.4,133,4.5,192,4.2
Sun, Feb 26 2012,0300,64,6.2,123,2.4,187,3.7
Sun, Feb 26 2012,0400,63,4.8,84,0,147,2
Sun, Feb 26 2012,0500,39,2.6,74,2.7,113,2.7
Sun, Feb 26 2012,0600,58,6.9,40,0,98,4.1
Sun, Feb 26 2012,0700,83,3.6,39,2.6,122,3.3
Sun, Feb 26 2012,0800,145,2.8,88,3.4,233,3
Sun, Feb 26 2012,0900,209,3.8,131,3.8,340,3.8
Sun, Feb 26 2012,1000,274,3.3,236,4.7,510,3.9
Sun, Feb 26 2012,1100,443,4.1,337,3,780,3.6
Sun, Feb 26 2012,1200,528,2.3,461,2.2,989,2.2
Sun, Feb 26 2012,1300,684,1.9,557,1.6,1241,1.8
Sun, Feb 26 2012,1400,831,0.8,700,1.1,1531,1
Sun, Feb 26 2012,1500,804,1.4,755,1.5,1559,1.4
Sun, Feb 26 2012,1600,652,0.8,747,1.7,1399,1.3
Sun, Feb 26 2012,1700,668,1.3,747,2,1415,1.7
Sun, Feb 26 2012,1800,667,1.3,796,1.3,1463,1.3
Sun, Feb 26 2012,1900,679,1.6,729,2.3,1408,2
Sun, Feb 26 2012,2000,650,3.2,658,2,1308,2.6
Sun, Feb 26 2012,2100,584,1.5,505,3,1089,2.2
Sun, Feb 26 2012,2200,475,1.3,369,3.5,844,2.3
Sun, Feb 26 2012,2300,301,3,241,5,542,3.9
Sun, Feb 26 2012,2400,155,5.2,154,6.5,309,5.8
Mon, Feb 27 2012,0100,64,4.7,77,6.5,141,5.7
Mon, Feb 27 2012,0200,30,16.7,54,5.6,84,9.5
Mon, Feb 27 2012,0300,13,7.7,41,9.8,54,9.3
Mon, Feb 27 2012,0400,19,31.6,20,15,39,23.1
Mon, Feb 27 2012,0500,32,25,28,14.3,60,20
Mon, Feb 27 2012,0600,161,6.2,48,10.4,209,7.2
Mon, Feb 27 2012,0700,584,4.5,139,10.1,723,5.5
Mon, Feb 27 2012,0800,988,4.5,319,12.2,1307,6.4
Mon, Feb 27 2012,0900,633,7.4,581,7.1,1214,7.2
Mon, Feb 27 2012,1000,671,5.2,419,8.6,1090,6.5
Mon, Feb 27 2012,1100,642,5.1,434,7.8,1076,6.2
Mon, Feb 27 2012,1200,610,4.9,491,11.2,1101,7.7
Mon, Feb 27 2012,1300,569,7.4,614,7.3,1183,7.4
Mon, Feb 27 2012,1400,614,4.7,606,6.4,1220,5.6
Mon, Feb 27 2012,1500,638,7.2,645,6,1283,6.6
Mon, Feb 27 2012,1600,582,6.4,838,3.6,1420,4.7
Mon, Feb 27 2012,1700,510,5.9,953,3.6,1463,4.4
Mon, Feb 27 2012,1800,527,5.1,1024,3.6,1551,4.1
Mon, Feb 27 2012,1900,592,3.5,846,3.5,1438,3.5
Mon, Feb 27 2012,2000,519,4.4,588,2.7,1107,3.5
Mon, Feb 27 2012,2100,308,6.2,464,1.9,772,3.6
Mon, Feb 27 2012,2200,230,3,373,4,603,3.6
Mon, Feb 27 2012,2300,172,5.2,316,3.8,488,4.3
Mon, Feb 27 2012,2400,92,5.4,189,3.7,281,4.3
Tue, Feb 28 2012,0100,45,11.1,141,2.8,186,4.8
Tue, Feb 28 2012,0200,27,14.8,54,7.4,81,9.9
Tue, Feb 28 2012,0300,21,33.3,50,18,71,22.5
Tue, Feb 28 2012,0400,21,19,43,30.2,64,26.6
Tue, Feb 28 2012,0500,40,22.5,30,30,70,25.7
Tue, Feb 28 2012,0600,140,12.9,43,34.9,183,18
Tue, Feb 28 2012,0700,575,3,124,17.7,699,5.6
Tue, Feb 28 2012,0800,986,4.7,334,12.9,1320,6.7
Tue, Feb 28 2012,0900,652,5.5,601,6.8,1253,6.1
Tue, Feb 28 2012,1000,659,5.3,459,10.9,1118,7.6
Tue, Feb 28 2012,1100,678,5.8,439,11.2,1117,7.9
Tue, Feb 28 2012,1200,558,7.3,503,11.3,1061,9.2
Tue, Feb 28 2012,1300,597,6.5,549,6.7,1146,6.6
Tue, Feb 28 2012,1400,614,5.9,615,8.5,1229,7.2
Tue, Feb 28 2012,1500,565,6.7,716,6.7,1281,6.7
Tue, Feb 28 2012,1600,627,5.4,834,4.1,1461,4.7
Tue, Feb 28 2012,1700,594,6.7,935,4.5,1529,5.4
Tue, Feb 28 2012,1800,560,5.7,1049,2.7,1609,3.7
Tue, Feb 28 2012,1900,589,3.9,911,4.7,1500,4.4
Tue, Feb 28 2012,2000,540,3.9,656,2.1,1196,2.9
Tue, Feb 28 2012,2100,324,4,531,2.6,855,3.2
Tue, Feb 28 2012,2200,245,4.5,427,4,672,4.2
Tue, Feb 28 2012,2300,202,2.5,337,3.9,539,3.3
Tue, Feb 28 2012,2400,116,6,209,2.9,325,4
Wed, Feb 29 2012,0100,53,13.2,159,5.7,212,7.5
Wed, Feb 29 2012,0200,27,33.3,47,6.4,74,16.2
Wed, Feb 29 2012,0300,19,15.8,64,9.4,83,10.8
Wed, Feb 29 2012,0400,27,22.2,32,31.2,59,27.1
Wed, Feb 29 2012,0500,39,30.8,21,38.1,60,33.3
Wed, Feb 29 2012,0600,153,9.8,36,25,189,12.7
Wed, Feb 29 2012,0700,577,4.3,121,22.3,698,7.4
Wed, Feb 29 2012,0800,1058,4.6,324,10.8,1382,6.1
Wed, Feb 29 2012,0900,699,5.2,648,9.7,1347,7.3
Wed, Feb 29 2012,1000,690,5.7,454,9.9,1144,7.3
Wed, Feb 29 2012,1100,705,6.2,449,10,1154,7.7
Wed, Feb 29 2012,1200,605,10.4,478,10.5,1083,10.4
Wed, Feb 29 2012,1300,584,8.2,571,8.8,1155,8.5
Wed, Feb 29 2012,1400,623,5.5,643,8.2,1266,6.9
Wed, Feb 29 2012,1500,613,7.7,682,8.9,1295,8.3
Wed, Feb 29 2012,1600,591,6.3,826,4.7,1417,5.4
Wed, Feb 29 2012,1700,583,7.4,990,4.9,1573,5.8
Wed, Feb 29 2012,1800,571,5.3,1023,3.5,1594,4.1
Wed, Feb 29 2012,1900,652,3.5,960,3.2,1612,3.3
Wed, Feb 29 2012,2000,567,3.5,712,2.5,1279,3
Wed, Feb 29 2012,2100,353,3.7,567,1.8,920,2.5
Wed, Feb 29 2012,2200,292,3.4,443,3.8,735,3.7
Wed, Feb 29 2012,2300,219,2.3,347,2.9,566,2.7
Wed, Feb 29 2012,2400,118,5.9,244,2.9,362,3.9
Thu, Mar 1 2012,0100,51,13.7,148,2,199,5
Thu, Mar 1 2012,0200,30,33.3,55,10.9,85,18.8
Thu, Mar 1 2012,0300,12,25,66,6.1,78,9
Thu, Mar 1 2012,0400,18,16.7,44,11.4,62,12.9
Thu, Mar 1 2012,0500,37,21.6,29,20.7,66,21.2
Thu, Mar 1 2012,0600,156,10.3,43,32.6,199,15.1
Thu, Mar 1 2012,0700,573,6.1,117,22.2,690,8.8
Thu, Mar 1 2012,0800,1029,4.2,316,11.4,1345,5.9
Thu, Mar 1 2012,0900,726,5.9,622,7.7,1348,6.8
Thu, Mar 1 2012,1000,587,6.3,457,12.3,1044,8.9
Thu, Mar 1 2012,1100,714,7.6,527,10.6,1241,8.9
Thu, Mar 1 2012,1200,598,7.5,547,11,1145,9.2
Thu, Mar 1 2012,1300,617,6.8,563,7.8,1180,7.3
Thu, Mar 1 2012,1400,580,8.4,635,7.4,1215,7.9
Thu, Mar 1 2012,1500,549,6,764,7.5,1313,6.9
Thu, Mar 1 2012,1600,592,6.4,829,5.1,1421,5.6
Thu, Mar 1 2012,1700,568,7.6,974,4.1,1542,5.4
Thu, Mar 1 2012,1800,624,5.9,1011,3.7,1635,4.5
Thu, Mar 1 2012,1900,686,3.6,966,2.5,1652,3
Thu, Mar 1 2012,2000,623,4,801,2.6,1424,3.2
Thu, Mar 1 2012,2100,436,2.8,575,3,1011,2.9
Thu, Mar 1 2012,2200,329,2.7,527,3.6,856,3.3
Thu, Mar 1 2012,2300,235,4.3,358,2.5,593,3.2
Thu, Mar 1 2012,2400,116,2.6,239,5,355,4.2
Fri, Mar 2 2012,0100,68,13.2,169,4.1,237,6.8
Fri, Mar 2 2012,0200,32,15.6,80,6.2,112,8.9
Fri, Mar 2 2012,0300,21,19,77,6.5,98,9.2
Fri, Mar 2 2012,0400,33,36.4,50,10,83,20.5
Fri, Mar 2 2012,0500,37,8.1,42,19,79,13.9
Fri, Mar 2 2012,0600,173,11,48,29.2,221,14.9
Fri, Mar 2 2012,0700,513,5.3,124,24.2,637,8.9
Fri, Mar 2 2012,0800,994,5.1,297,13.1,1291,7
Fri, Mar 2 2012,0900,743,4.8,588,7.7,1331,6.1
Fri, Mar 2 2012,1000,713,7,476,12.4,1189,9.2
Fri, Mar 2 2012,1100,693,7.9,481,10.6,1174,9
Fri, Mar 2 2012,1200,640,7,656,8.2,1296,7.6
Fri, Mar 2 2012,1300,658,5.9,680,7.1,1338,6.5
Fri, Mar 2 2012,1400,635,5,866,4.8,1501,4.9
Fri, Mar 2 2012,1500,686,6.1,926,5.6,1612,5.8
Fri, Mar 2 2012,1600,635,6.1,972,4.1,1607,4.9
Fri, Mar 2 2012,1700,711,7.3,987,4.9,1698,5.9
Fri, Mar 2 2012,1800,687,3.6,1006,3.7,1693,3.7
Fri, Mar 2 2012,1900,740,2.8,1025,3.9,1765,3.5
Fri, Mar 2 2012,2000,705,3.8,794,2.1,1499,2.9
Fri, Mar 2 2012,2100,478,2.9,702,1.6,1180,2.1
Fri, Mar 2 2012,2200,354,3.1,515,2.7,869,2.9
Fri, Mar 2 2012,2300,183,4.9,398,3,581,3.6
Fri, Mar 2 2012,2400,118,5.9,311,3.5,429,4.2
Sat, Mar 3 2012,0100,81,7.4,148,2,229,3.9
Sat, Mar 3 2012,0200,57,3.5,110,2.7,167,3
Sat, Mar 3 2012,0300,53,13.2,76,6.6,129,9.3
Sat, Mar 3 2012,0400,25,8,72,2.8,97,4.1
Sat, Mar 3 2012,0500,40,25,47,17,87,20.7
Sat, Mar 3 2012,0600,87,12.6,40,17.5,127,14.2
Sat, Mar 3 2012,0700,162,8.6,65,23.1,227,12.8
Sat, Mar 3 2012,0800,269,6.3,156,9,425,7.3
Sat, Mar 3 2012,0900,464,3.7,240,5.8,704,4.4
Sat, Mar 3 2012,1000,698,3.2,348,4.9,1046,3.7
Sat, Mar 3 2012,1100,739,4.1,447,7.4,1186,5.3
Sat, Mar 3 2012,1200,686,2.3,621,3.9,1307,3.1
Sat, Mar 3 2012,1300,736,2.9,743,3.4,1479,3.1
Sat, Mar 3 2012,1400,673,2.5,730,2.7,1403,2.6
Sat, Mar 3 2012,1500,655,1.5,751,3.7,1406,2.7
Sat, Mar 3 2012,1600,579,2.2,787,2.7,1366,2.5
Sat, Mar 3 2012,1700,585,2.6,825,2.1,1410,2.3
Sat, Mar 3 2012,1800,605,2.8,904,1.5,1509,2.1
Sat, Mar 3 2012,1900,580,1.7,779,2.1,1359,1.9
Sat, Mar 3 2012,2000,636,1.7,582,1.4,1218,1.6
Sat, Mar 3 2012,2100,490,1.8,476,2.3,966,2.1
Sat, Mar 3 2012,2200,339,0.3,358,1.7,697,1
Sat, Mar 3 2012,2300,178,1.7,239,2.5,417,2.2
Sat, Mar 3 2012,2400,126,3.2,221,0.9,347,1.7
Sun, Mar 4 2012,0100,81,1.2,167,1.2,248,1.2
Sun, Mar 4 2012,0200,54,3.7,140,1.4,194,2.1
Sun, Mar 4 2012,0300,66,1.5,111,1.8,177,1.7
Sun, Mar 4 2012,0400,43,7,91,1.1,134,3
Sun, Mar 4 2012,0500,28,7.1,69,1.4,97,3.1
Sun, Mar 4 2012,0600,50,4,36,2.8,86,3.5
Sun, Mar 4 2012,0700,92,2.2,27,3.7,119,2.5
Sun, Mar 4 2012,0800,140,3.6,80,2.5,220,3.2
Sun, Mar 4 2012,0900,207,2.4,136,2.2,343,2.3
Sun, Mar 4 2012,1000,315,2.9,243,4.9,558,3.8
Sun, Mar 4 2012,1100,492,2.2,300,3,792,2.5
Sun, Mar 4 2012,1200,572,1.9,488,1.4,1060,1.7
Sun, Mar 4 2012,1300,736,1.9,603,1.3,1339,1.6
Sun, Mar 4 2012,1400,836,0.8,661,1.5,1497,1.1
Sun, Mar 4 2012,1500,733,2.3,655,2.4,1388,2.4
Sun, Mar 4 2012,1600,599,0.8,725,1.9,1324,1.4
Sun, Mar 4 2012,1700,514,1.8,702,1.9,1216,1.8
Sun, Mar 4 2012,1800,606,1.7,766,2,1372,1.8
Sun, Mar 4 2012,1900,707,1.6,711,1.3,1418,1.4
Sun, Mar 4 2012,2000,714,3.5,674,1.6,1388,2.6
Sun, Mar 4 2012,2100,565,1.4,497,4.2,1062,2.7
Sun, Mar 4 2012,2200,480,2.3,372,4,852,3.1
Sun, Mar 4 2012,2300,289,2.4,211,3.3,500,2.8
Sun, Mar 4 2012,2400,159,5.7,147,4.8,306,5.2
Mon, Mar 5 2012,0100,46,8.7,83,13.3,129,11.6
Mon, Mar 5 2012,0200,29,6.9,59,6.8,88,6.8
Mon, Mar 5 2012,0300,26,19.2,34,8.8,60,13.3
Mon, Mar 5 2012,0400,22,31.8,29,17.2,51,23.5
Mon, Mar 5 2012,0500,41,24.4,17,11.8,58,20.7
Mon, Mar 5 2012,0600,149,10.1,52,9.6,201,10
Mon, Mar 5 2012,0700,581,6,139,8.6,720,6.5
Mon, Mar 5 2012,0800,1032,3.5,335,11.9,1367,5.6
Mon, Mar 5 2012,0900,673,8.2,623,7.2,1296,7.7
Mon, Mar 5 2012,1000,668,6.1,434,13.1,1102,8.9
Mon, Mar 5 2012,1100,694,6.9,414,11.8,1108,8.8
Mon, Mar 5 2012,1200,601,6.8,508,10,1109,8.3
Mon, Mar 5 2012,1300,603,6.1,589,9.2,1192,7.6
Mon, Mar 5 2012,1400,599,5.5,605,7.6,1204,6.6
Mon, Mar 5 2012,1500,629,7.5,699,7.9,1328,7.7
Mon, Mar 5 2012,1600,587,7.2,861,5.3,1448,6.1
Mon, Mar 5 2012,1700,556,5.8,983,4,1539,4.6
Mon, Mar 5 2012,1800,599,5.2,1054,3.6,1653,4.2
Mon, Mar 5 2012,1900,654,3.2,896,4.1,1550,3.7
Mon, Mar 5 2012,2000,504,4.6,564,2.3,1068,3.4
Mon, Mar 5 2012,2100,293,3.4,497,4.2,790,3.9
Mon, Mar 5 2012,2200,240,3.8,402,5,642,4.5
Mon, Mar 5 2012,2300,201,5.5,305,4.6,506,4.9
Mon, Mar 5 2012,2400,123,10.6,195,2.1,318,5.3
Tue, Mar 6 2012,0100,56,10.7,140,5,196,6.6
Tue, Mar 6 2012,0200,33,15.2,76,10.5,109,11.9
Tue, Mar 6 2012,0300,13,15.4,62,14.5,75,14.7
Tue, Mar 6 2012,0400,24,25,22,22.7,46,23.9
Tue, Mar 6 2012,0500,52,23.1,35,37.1,87,28.7
Tue, Mar 6 2012,0600,141,10.6,45,33.3,186,16.1
Tue, Mar 6 2012,0700,581,6,133,15,714,7.7
Tue, Mar 6 2012,0800,998,3.6,327,12.2,1325,5.7
Tue, Mar 6 2012,0900,674,5.6,631,8.6,1305,7
Tue, Mar 6 2012,1000,553,6.1,457,10.3,1010,8
Tue, Mar 6 2012,1100,707,6.9,433,13.2,1140,9.3
Tue, Mar 6 2012,1200,582,7.2,560,10.2,1142,8.7
Tue, Mar 6 2012,1300,590,9.8,573,8.6,1163,9.2
Tue, Mar 6 2012,1400,665,6.8,654,7.6,1319,7.2
Tue, Mar 6 2012,1500,599,8.2,692,9.2,1291,8.8
Tue, Mar 6 2012,1600,602,6.8,843,6.6,1445,6.7
Tue, Mar 6 2012,1700,605,7.4,940,4.4,1545,5.6
Tue, Mar 6 2012,1800,591,5.8,1003,3.9,1594,4.6
Tue, Mar 6 2012,1900,583,4.1,918,4.2,1501,4.2
Tue, Mar 6 2012,2000,507,3.9,607,2.6,1114,3.2
Tue, Mar 6 2012,2100,332,4.2,510,2.5,842,3.2
Tue, Mar 6 2012,2200,262,1.9,432,4.4,694,3.5
Tue, Mar 6 2012,2300,193,7.3,320,4.1,513,5.3
Tue, Mar 6 2012,2400,129,4.7,215,1.9,344,2.9
Wed, Mar 7 2012,0100,39,20.5,156,2.6,195,6.2
Wed, Mar 7 2012,0200,36,22.2,78,7.7,114,12.3
Wed, Mar 7 2012,0300,22,27.3,65,6.2,87,11.5
Wed, Mar 7 2012,0400,26,26.9,31,16.1,57,21.1
Wed, Mar 7 2012,0500,51,23.5,27,37,78,28.2
Wed, Mar 7 2012,0600,164,14,39,25.6,203,16.3
Wed, Mar 7 2012,0700,582,5.8,140,23.6,722,9.3
Wed, Mar 7 2012,0800,1027,4.6,309,10.4,1336,5.9
Wed, Mar 7 2012,0900,664,6.3,674,9.3,1338,7.8
Wed, Mar 7 2012,1000,650,7.2,502,12.2,1152,9.4
Wed, Mar 7 2012,1100,703,7.3,403,11.2,1106,8.7
Wed, Mar 7 2012,1200,578,6.7,546,8.1,1124,7.4
Wed, Mar 7 2012,1300,623,6.3,548,8.6,1171,7.3
Wed, Mar 7 2012,1400,610,5.6,664,8.4,1274,7.1
Wed, Mar 7 2012,1500,599,10.4,683,8.6,1282,9.4
Wed, Mar 7 2012,1600,635,7.7,856,5.8,1491,6.6
Wed, Mar 7 2012,1700,592,6.8,1013,5.2,1605,5.8
Wed, Mar 7 2012,1800,597,5.9,1032,4,1629,4.7
Wed, Mar 7 2012,1900,642,3.4,946,3.9,1588,3.7
Wed, Mar 7 2012,2000,533,3.2,615,4.7,1148,4
Wed, Mar 7 2012,2100,333,5.1,540,3.5,873,4.1
Wed, Mar 7 2012,2200,254,4.3,436,3.7,690,3.9
Wed, Mar 7 2012,2300,227,4,311,3.2,538,3.5
Wed, Mar 7 2012,2400,112,7.1,214,2.3,326,4
Thu, Mar 8 2012,0100,46,15.2,162,3.1,208,5.8
Thu, Mar 8 2012,0200,27,14.8,60,11.7,87,12.6
Thu, Mar 8 2012,0300,18,22.2,85,5.9,103,8.7
Thu, Mar 8 2012,0400,21,33.3,41,9.8,62,17.7
Thu, Mar 8 2012,0500,40,32.5,29,20.7,69,27.5
Thu, Mar 8 2012,0600,155,10.3,46,26.1,201,13.9
Thu, Mar 8 2012,0700,564,4.8,111,19.8,675,7.3
Thu, Mar 8 2012,0800,995,4,327,14.7,1322,6.7
Thu, Mar 8 2012,0900,721,5.1,619,9.9,1340,7.3
Thu, Mar 8 2012,1000,601,5.8,456,12.9,1057,8.9
Thu, Mar 8 2012,1100,722,6.6,476,12.2,1198,8.8
Thu, Mar 8 2012,1200,613,7.5,536,9.3,1149,8.4
Thu, Mar 8 2012,1300,567,8.6,608,10,1175,9.4
Thu, Mar 8 2012,1400,606,6.9,643,6.4,1249,6.6
Thu, Mar 8 2012,1500,588,7.7,709,8.7,1297,8.2
Thu, Mar 8 2012,1600,631,7.6,850,5.6,1481,6.5
Thu, Mar 8 2012,1700,611,6.7,1024,4.1,1635,5.1
Thu, Mar 8 2012,1800,661,3.9,1011,3.3,1672,3.5
Thu, Mar 8 2012,1900,767,3.9,1032,2.6,1799,3.2
Thu, Mar 8 2012,2000,601,3.3,730,3,1331,3.2
Thu, Mar 8 2012,2100,414,5.6,658,2.1,1072,3.5
Thu, Mar 8 2012,2200,308,3.2,519,3.7,827,3.5
Thu, Mar 8 2012,2300,241,6.2,391,3.3,632,4.4
Thu, Mar 8 2012,2400,96,4.2,241,3.3,337,3.6
Fri, Mar 9 2012,0100,55,12.7,170,4.7,225,6.7
Fri, Mar 9 2012,0200,29,17.2,91,3.3,120,6.7
Fri, Mar 9 2012,0300,24,25,68,7.4,92,12
Fri, Mar 9 2012,0400,27,25.9,39,12.8,66,18.2
Fri, Mar 9 2012,0500,41,24.4,35,20,76,22.4
Fri, Mar 9 2012,0600,189,6.9,51,29.4,240,11.7
Fri, Mar 9 2012,0700,520,6.7,124,19.4,644,9.2
Fri, Mar 9 2012,0800,986,5,306,11.4,1292,6.5
Fri, Mar 9 2012,0900,743,5.2,597,7.4,1340,6.2
Fri, Mar 9 2012,1000,649,6.2,460,11.5,1109,8.4
Fri, Mar 9 2012,1100,700,7.9,514,10.1,1214,8.8
Fri, Mar 9 2012,1200,647,7.3,626,9.4,1273,8.3
Fri, Mar 9 2012,1300,661,6.5,772,7.6,1433,7.1
Fri, Mar 9 2012,1400,646,7,911,4.5,1557,5.5
Fri, Mar 9 2012,1500,688,6.1,934,5.6,1622,5.8
Fri, Mar 9 2012,1600,617,6.8,974,4.1,1591,5.2
Fri, Mar 9 2012,1700,746,5.6,1040,5.9,1786,5.8
Fri, Mar 9 2012,1800,714,3.4,1056,3.7,1770,3.6
Fri, Mar 9 2012,1900,720,2.4,918,3.4,1638,2.9
Fri, Mar 9 2012,2000,651,3.1,851,2.4,1502,2.7
Fri, Mar 9 2012,2100,447,3.4,701,1.6,1148,2.3
Fri, Mar 9 2012,2200,333,3,527,3.4,860,3.3
Fri, Mar 9 2012,2300,238,4.2,364,2.5,602,3.2
Fri, Mar 9 2012,2400,126,2.4,249,4.4,375,3.7
Sat, Mar 10 2012,0100,78,9,115,1.7,193,4.7
Sat, Mar 10 2012,0200,56,10.7,134,2.2,190,4.7
Sat, Mar 10 2012,0300,42,14.3,63,6.3,105,9.5
Sat, Mar 10 2012,0400,36,5.6,68,7.4,104,6.7
Sat, Mar 10 2012,0500,30,16.7,44,9.1,74,12.2
Sat, Mar 10 2012,0600,110,8.2,31,12.9,141,9.2
Sat, Mar 10 2012,0700,152,9.2,62,12.9,214,10.3
Sat, Mar 10 2012,0800,322,6.8,153,13.1,475,8.8
Sat, Mar 10 2012,0900,541,3.9,274,6.9,815,4.9
Sat, Mar 10 2012,1000,699,3.9,415,7.7,1114,5.3
Sat, Mar 10 2012,1100,800,4,463,5.8,1263,4.7
Sat, Mar 10 2012,1200,797,3.1,596,4,1393,3.5
Sat, Mar 10 2012,1300,807,3.7,715,2.9,1522,3.4
Sat, Mar 10 2012,1400,680,2.5,820,3.7,1500,3.1
Sat, Mar 10 2012,1500,643,3.1,879,3.6,1522,3.4
Sat, Mar 10 2012,1600,621,3.1,761,3,1382,3
Sat, Mar 10 2012,1700,613,2.4,953,3.1,1566,2.9
Sat, Mar 10 2012,1800,528,2.8,870,2.6,1398,2.7
Sat, Mar 10 2012,1900,532,2.6,747,3.3,1279,3
Sat, Mar 10 2012,2000,575,0.5,583,1.5,1158,1
Sat, Mar 10 2012,2100,486,1,468,1.3,954,1.2
Sat, Mar 10 2012,2200,339,1.2,410,2.2,749,1.7
Sat, Mar 10 2012,2300,208,0.5,252,2.4,460,1.5
Sat, Mar 10 2012,2400,140,2.1,230,1.3,370,1.6
Sun, Mar 11 2012,0100,56,0,148,0,204,0
Sun, Mar 11 2012,0200,74,4.1,140,1.4,214,2.3
Sun, Mar 11 2012,0300,61,1.6,101,1,162,1.2
Sun, Mar 11 2012,0400,56,3.6,94,1.1,150,2
Sun, Mar 11 2012,0500,26,7.7,60,0,86,2.3
Sun, Mar 11 2012,0600,49,8.2,33,0,82,4.9
Sun, Mar 11 2012,0700,65,4.6,46,4.3,111,4.5
Sun, Mar 11 2012,0800,150,4.7,116,5.2,266,4.9
Sun, Mar 11 2012,0900,276,2.9,135,4.4,411,3.4
Sun, Mar 11 2012,1000,335,2.1,265,3.4,600,2.7
Sun, Mar 11 2012,1100,468,3,312,2.9,780,2.9
Sun, Mar 11 2012,1200,562,1.6,489,2.5,1051,2
Sun, Mar 11 2012,1300,732,1.6,601,4.8,1333,3.1
Sun, Mar 11 2012,1400,843,1.3,727,2.8,1570,2
Sun, Mar 11 2012,1500,722,1.5,684,1.9,1406,1.7
Sun, Mar 11 2012,1600,681,2.2,679,2.1,1360,2.1
Sun, Mar 11 2012,1700,650,1.8,813,1.8,1463,1.8
Sun, Mar 11 2012,1800,785,2,1004,1.3,1789,1.6
Sun, Mar 11 2012,1900,887,3.8,812,1.6,1699,2.8
Sun, Mar 11 2012,2000,755,2.6,649,1.2,1404,2
Sun, Mar 11 2012,2100,563,2,528,4.2,1091,3
Sun, Mar 11 2012,2200,470,1.3,391,3.6,861,2.3
Sun, Mar 11 2012,2300,358,2.8,248,4,606,3.3
Sun, Mar 11 2012,2400,132,4.5,154,7.1,286,5.9
Mon, Mar 12 2012,0100,68,1.5,89,9,157,5.7
Mon, Mar 12 2012,0200,36,13.9,58,6.9,94,9.6
Mon, Mar 12 2012,0300,19,26.3,43,11.6,62,16.1
Mon, Mar 12 2012,0400,23,21.7,30,10,53,15.1
Mon, Mar 12 2012,0500,39,20.5,17,17.6,56,19.6
Mon, Mar 12 2012,0600,160,5,59,13.6,219,7.3
Mon, Mar 12 2012,0700,595,4.7,168,13.1,763,6.6
Mon, Mar 12 2012,0800,1102,3.8,364,9.3,1466,5.2
Mon, Mar 12 2012,0900,717,6.8,605,8.8,1322,7.7
Mon, Mar 12 2012,1000,637,6.4,423,10.6,1060,8.1
Mon, Mar 12 2012,1100,702,8.8,455,9.9,1157,9.2
Mon, Mar 12 2012,1200,620,5.6,547,10.2,1167,7.8
Mon, Mar 12 2012,1300,635,7.9,583,8.7,1218,8.3
Mon, Mar 12 2012,1400,624,5.6,616,6.8,1240,6.2
Mon, Mar 12 2012,1500,589,8.3,675,8.7,1264,8.5
Mon, Mar 12 2012,1600,623,7.2,894,6.2,1517,6.6
Mon, Mar 12 2012,1700,586,7.7,1047,4.2,1633,5.5
Mon, Mar 12 2012,1800,632,5.9,1037,2.8,1669,4
Mon, Mar 12 2012,1900,656,4,904,4.9,1560,4.5
Mon, Mar 12 2012,2000,449,5.6,555,3.6,1004,4.5
Mon, Mar 12 2012,2100,335,2.7,464,3.4,799,3.1
Mon, Mar 12 2012,2200,231,6.5,419,6.2,650,6.3
Mon, Mar 12 2012,2300,187,3.2,321,3.4,508,3.3
Mon, Mar 12 2012,2400,89,6.7,189,5.3,278,5.8
Tue, Mar 13 2012,0100,41,17.1,147,3.4,188,6.4
Tue, Mar 13 2012,0200,32,31.2,57,8.8,89,16.9
Tue, Mar 13 2012,0300,14,35.7,64,7.8,78,12.8
Tue, Mar 13 2012,0400,25,32,33,18.2,58,24.1
Tue, Mar 13 2012,0500,42,31,26,38.5,68,33.8
Tue, Mar 13 2012,0600,154,9.7,45,31.1,199,14.6
Tue, Mar 13 2012,0700,572,4.4,127,15.7,699,6.4
Tue, Mar 13 2012,0800,1039,3.9,329,12.2,1368,5.9
Tue, Mar 13 2012,0900,640,6.6,632,7.3,1272,6.9
Tue, Mar 13 2012,1000,628,6.4,473,10.4,1101,8.1
Tue, Mar 13 2012,1100,709,6.1,522,10.3,1231,7.9
Tue, Mar 13 2012,1200,544,7.7,526,10.3,1070,9
