Day of Week,Date,Hour ending,Hourly volume Eastbound,HCV % Eastbound,Hourly volume Westbound,HCV % Westbound,Total volume,Total % HCV
Tue, Jun 19 2012,0100,79,6.3,62,14.5,141,9.9
Tue, Jun 19 2012,0200,46,10.9,46,17.4,92,14.1
Tue, Jun 19 2012,0300,29,27.6,31,22.6,60,25
Tue, Jun 19 2012,0400,28,39.3,21,38.1,49,38.8
Tue, Jun 19 2012,0500,36,25,22,54.5,58,36.2
Tue, Jun 19 2012,0600,20,35,29,48.3,49,42.9
Tue, Jun 19 2012,0700,62,27.4,69,27.5,131,27.5
Tue, Jun 19 2012,0800,135,16.3,183,8.7,318,11.9
Tue, Jun 19 2012,0900,346,12.7,514,5.6,860,8.5
Tue, Jun 19 2012,1000,444,7.4,651,8.1,1095,7.9
Tue, Jun 19 2012,1100,346,11.8,565,10.6,911,11.1
Tue, Jun 19 2012,1200,328,13.7,377,13.3,705,13.5
Tue, Jun 19 2012,1300,326,16,370,8.1,696,11.8
Tue, Jun 19 2012,1400,361,11.4,402,11.4,763,11.4
Tue, Jun 19 2012,1500,370,9.7,405,10.6,775,10.2
Tue, Jun 19 2012,1600,372,10.2,379,10,751,10.1
Tue, Jun 19 2012,1700,499,10.8,366,8.5,865,9.8
Tue, Jun 19 2012,1800,635,8.2,382,9.7,1017,8.8
Tue, Jun 19 2012,1900,733,5.2,472,7.8,1205,6.2
Tue, Jun 19 2012,2000,564,5,450,7.3,1014,6
Tue, Jun 19 2012,2100,308,7.1,303,6.3,611,6.7
Tue, Jun 19 2012,2200,211,4.7,236,8.5,447,6.7
Tue, Jun 19 2012,2300,154,3.2,181,9.9,335,6.9
Tue, Jun 19 2012,2400,123,9.8,145,8.3,268,9
Wed, Jun 20 2012,0100,101,5.9,83,14.5,184,9.8
Wed, Jun 20 2012,0200,44,6.8,54,31.5,98,20.4
Wed, Jun 20 2012,0300,33,39.4,30,30,63,34.9
Wed, Jun 20 2012,0400,36,27.8,29,34.5,65,30.8
Wed, Jun 20 2012,0500,19,21.1,33,39.4,52,32.7
Wed, Jun 20 2012,0600,20,30,31,58.1,51,47.1
Wed, Jun 20 2012,0700,52,32.7,55,21.8,107,27.1
Wed, Jun 20 2012,0800,157,15.3,201,12.9,358,14
Wed, Jun 20 2012,0900,339,10.9,492,7.5,831,8.9
Wed, Jun 20 2012,1000,448,9.2,652,7.8,1100,8.4
Wed, Jun 20 2012,1100,397,12.8,529,9.5,926,10.9
Wed, Jun 20 2012,1200,330,14.2,415,12.8,745,13.4
Wed, Jun 20 2012,1300,350,11.4,358,10.3,708,10.9
Wed, Jun 20 2012,1400,373,12.9,372,9.9,745,11.4
Wed, Jun 20 2012,1500,394,9.9,423,8.3,817,9.1
Wed, Jun 20 2012,1600,393,9.7,385,12.5,778,11.1
Wed, Jun 20 2012,1700,517,8.5,410,6.6,927,7.7
Wed, Jun 20 2012,1800,625,6.4,417,8.9,1042,7.4
Wed, Jun 20 2012,1900,707,5.2,496,8.3,1203,6.5
Wed, Jun 20 2012,2000,605,5.8,437,4.6,1042,5.3
Wed, Jun 20 2012,2100,328,6.1,316,4.7,644,5.4
Wed, Jun 20 2012,2200,248,6.5,246,7.3,494,6.9
Wed, Jun 20 2012,2300,193,6.7,173,12.1,366,9.3
Wed, Jun 20 2012,2400,129,8.5,156,8.3,285,8.4
Thu, Jun 21 2012,0100,90,3.3,106,4.7,196,4.1
Thu, Jun 21 2012,0200,52,5.8,53,22.6,105,14.3
Thu, Jun 21 2012,0300,29,20.7,35,22.9,64,21.9
Thu, Jun 21 2012,0400,43,25.6,34,26.5,77,26
Thu, Jun 21 2012,0500,31,22.6,25,64,56,41.1
Thu, Jun 21 2012,0600,24,41.7,34,35.3,58,37.9
Thu, Jun 21 2012,0700,72,30.6,60,38.3,132,34.1
Thu, Jun 21 2012,0800,141,12.1,175,12.6,316,12.3
Thu, Jun 21 2012,0900,350,9.4,492,7.3,842,8.2
Thu, Jun 21 2012,1000,463,5.8,616,5.5,1079,5.7
Thu, Jun 21 2012,1100,340,12.4,577,9,917,10.3
Thu, Jun 21 2012,1200,375,11.7,453,11,828,11.4
Thu, Jun 21 2012,1300,397,11.1,359,10.3,756,10.7
Thu, Jun 21 2012,1400,365,10.4,330,9.1,695,9.8
Thu, Jun 21 2012,1500,415,10.4,430,9.8,845,10.1
Thu, Jun 21 2012,1600,469,9,408,11.3,877,10
Thu, Jun 21 2012,1700,535,8.2,404,8.7,939,8.4
Thu, Jun 21 2012,1800,577,5.9,469,7.5,1046,6.6
Thu, Jun 21 2012,1900,728,6.6,477,8,1205,7.1
Thu, Jun 21 2012,2000,573,4.9,474,6.8,1047,5.7
Thu, Jun 21 2012,2100,321,8.7,381,5.5,702,7
Thu, Jun 21 2012,2200,241,5.8,255,4.7,496,5.2
Thu, Jun 21 2012,2300,168,7.7,200,8,368,7.9
Thu, Jun 21 2012,2400,137,7.3,148,7.4,285,7.4
Fri, Jun 22 2012,0100,102,5.9,94,16,196,10.7
Fri, Jun 22 2012,0200,61,6.6,74,25.7,135,17
Fri, Jun 22 2012,0300,44,15.9,43,30.2,87,23
Fri, Jun 22 2012,0400,36,36.1,28,39.3,64,37.5
Fri, Jun 22 2012,0500,23,30.4,35,42.9,58,37.9
Fri, Jun 22 2012,0600,29,44.8,34,58.8,63,52.4
Fri, Jun 22 2012,0700,46,34.8,68,27.9,114,30.7
Fri, Jun 22 2012,0800,118,19.5,159,11.3,277,14.8
Fri, Jun 22 2012,0900,284,14.4,487,8.4,771,10.6
Fri, Jun 22 2012,1000,440,9.8,511,8,951,8.8
Fri, Jun 22 2012,1100,326,12.6,500,10,826,11
Fri, Jun 22 2012,1200,386,11.7,368,12.8,754,12.2
Fri, Jun 22 2012,1300,512,9.8,401,8.2,913,9.1
Fri, Jun 22 2012,1400,542,8.5,429,10,971,9.2
Fri, Jun 22 2012,1500,603,8.6,405,10.4,1008,9.3
Fri, Jun 22 2012,1600,611,7.5,511,9,1122,8.2
Fri, Jun 22 2012,1700,740,5.7,518,6.9,1258,6.2
Fri, Jun 22 2012,1800,723,5.1,613,6.2,1336,5.6
Fri, Jun 22 2012,1900,694,5.3,744,5.5,1438,5.4
Fri, Jun 22 2012,2000,589,4.9,639,5.5,1228,5.2
Fri, Jun 22 2012,2100,427,8.9,562,3.9,989,6.1
Fri, Jun 22 2012,2200,261,6.1,441,5.9,702,6
Fri, Jun 22 2012,2300,228,5.7,344,6.4,572,6.1
Fri, Jun 22 2012,2400,124,5.6,192,10.4,316,8.5
Sat, Jun 23 2012,0100,102,10.8,94,10.6,196,10.7
Sat, Jun 23 2012,0200,50,4,74,12.2,124,8.9
Sat, Jun 23 2012,0300,46,17.4,101,7.9,147,10.9
Sat, Jun 23 2012,0400,43,20.9,89,21.3,132,21.2
Sat, Jun 23 2012,0500,32,18.8,51,31.4,83,26.5
Sat, Jun 23 2012,0600,35,37.1,21,42.9,56,39.3
Sat, Jun 23 2012,0700,31,29,43,27.9,74,28.4
Sat, Jun 23 2012,0800,77,19.5,73,16.4,150,18
Sat, Jun 23 2012,0900,153,10.5,162,6.8,315,8.6
Sat, Jun 23 2012,1000,233,14.2,317,5.7,550,9.3
Sat, Jun 23 2012,1100,305,7.2,335,9.6,640,8.4
Sat, Jun 23 2012,1200,426,7.7,421,6.4,847,7.1
Sat, Jun 23 2012,1300,498,6.4,449,4.5,947,5.5
Sat, Jun 23 2012,1400,555,3.8,535,7.1,1090,5.4
Sat, Jun 23 2012,1500,513,3.9,544,4,1057,4
Sat, Jun 23 2012,1600,467,4.5,538,4.5,1005,4.5
Sat, Jun 23 2012,1700,508,4.7,568,2.8,1076,3.7
Sat, Jun 23 2012,1800,469,4.5,473,3.4,942,3.9
Sat, Jun 23 2012,1900,454,4.8,459,3.5,913,4.2
Sat, Jun 23 2012,2000,422,5.5,456,3.5,878,4.4
Sat, Jun 23 2012,2100,307,5.5,395,4.8,702,5.1
Sat, Jun 23 2012,2200,172,4.1,290,6.6,462,5.6
Sat, Jun 23 2012,2300,130,6.2,187,4.3,317,5
Sat, Jun 23 2012,2400,95,4.2,116,5.2,211,4.7
Sun, Jun 24 2012,0100,79,5.1,95,9.5,174,7.5
Sun, Jun 24 2012,0200,70,2.9,52,5.8,122,4.1
Sun, Jun 24 2012,0300,58,8.6,62,8.1,120,8.3
Sun, Jun 24 2012,0400,31,16.1,87,8,118,10.2
Sun, Jun 24 2012,0500,38,13.2,67,7.5,105,9.5
Sun, Jun 24 2012,0600,29,20.7,27,11.1,56,16.1
Sun, Jun 24 2012,0700,29,10.3,26,15.4,55,12.7
Sun, Jun 24 2012,0800,35,25.7,46,6.5,81,14.8
Sun, Jun 24 2012,0900,94,6.4,77,6.5,171,6.4
Sun, Jun 24 2012,1000,133,5.3,116,8.6,249,6.8
Sun, Jun 24 2012,1100,239,6.7,225,8.9,464,7.8
Sun, Jun 24 2012,1200,356,5.3,209,5.3,565,5.3
Sun, Jun 24 2012,1300,497,2.8,298,6,795,4
Sun, Jun 24 2012,1400,597,3.9,367,2.5,964,3.3
Sun, Jun 24 2012,1500,527,1.7,453,2.4,980,2
Sun, Jun 24 2012,1600,513,3.5,478,1.9,991,2.7
Sun, Jun 24 2012,1700,559,1.6,654,2.4,1213,2.1
Sun, Jun 24 2012,1800,596,2.9,505,3,1101,2.9
Sun, Jun 24 2012,1900,616,2.6,461,4.8,1077,3.5
Sun, Jun 24 2012,2000,710,2.4,496,3.8,1206,3
Sun, Jun 24 2012,2100,609,3,459,5.2,1068,3.9
Sun, Jun 24 2012,2200,331,3,355,3.9,686,3.5
Sun, Jun 24 2012,2300,251,4,236,4.7,487,4.3
Sun, Jun 24 2012,2400,139,3.6,185,4.3,324,4
Mon, Jun 25 2012,0100,114,3.5,109,7.3,223,5.4
Mon, Jun 25 2012,0200,49,6.1,65,7.7,114,7
Mon, Jun 25 2012,0300,36,19.4,64,12.5,100,15
Mon, Jun 25 2012,0400,26,15.4,29,27.6,55,21.8
Mon, Jun 25 2012,0500,23,34.8,31,29,54,31.5
Mon, Jun 25 2012,0600,47,25.5,30,26.7,77,26
Mon, Jun 25 2012,0700,76,27.6,56,32.1,132,29.5
Mon, Jun 25 2012,0800,194,10.8,209,9.1,403,9.9
Mon, Jun 25 2012,0900,398,8.5,509,6.3,907,7.3
Mon, Jun 25 2012,1000,443,8.1,629,7.5,1072,7.7
Mon, Jun 25 2012,1100,348,11.8,547,9.9,895,10.6
Mon, Jun 25 2012,1200,335,13.7,385,10.4,720,11.9
Mon, Jun 25 2012,1300,400,9.2,357,9.2,757,9.2
Mon, Jun 25 2012,1400,381,9.7,432,10,813,9.8
Mon, Jun 25 2012,1500,378,9.8,395,12.7,773,11.3
Mon, Jun 25 2012,1600,415,9.9,391,11.3,806,10.5
Mon, Jun 25 2012,1700,513,10.1,486,9.7,999,9.9
Mon, Jun 25 2012,1800,567,6.9,401,9.2,968,7.9
Mon, Jun 25 2012,1900,755,5.7,449,7.3,1204,6.3
Mon, Jun 25 2012,2000,516,5.2,412,5.6,928,5.4
Mon, Jun 25 2012,2100,325,8.6,323,5,648,6.8
Mon, Jun 25 2012,2200,266,6.8,221,10,487,8.2
Mon, Jun 25 2012,2300,161,3.7,168,7.7,329,5.8
Mon, Jun 25 2012,2400,93,6.5,163,13.5,256,10.9
Tue, Jun 26 2012,0100,84,8.3,66,16.7,150,12
Tue, Jun 26 2012,0200,36,2.8,56,25,92,16.3
Tue, Jun 26 2012,0300,26,38.5,39,25.6,65,30.8
Tue, Jun 26 2012,0400,26,34.6,23,43.5,49,38.8
Tue, Jun 26 2012,0500,28,32.1,26,53.8,54,42.6
Tue, Jun 26 2012,0600,24,45.8,26,50,50,48
Tue, Jun 26 2012,0700,57,35.1,51,25.5,108,30.6
Tue, Jun 26 2012,0800,163,13.5,194,9.3,357,11.2
Tue, Jun 26 2012,0900,363,11.6,530,9.6,893,10.4
Tue, Jun 26 2012,1000,423,6.6,625,7.2,1048,7
Tue, Jun 26 2012,1100,362,11,560,12.3,922,11.8
Tue, Jun 26 2012,1200,345,12.8,386,10.6,731,11.6
Tue, Jun 26 2012,1300,403,12.7,356,11.5,759,12.1
Tue, Jun 26 2012,1400,436,10.1,416,9.4,852,9.7
Tue, Jun 26 2012,1500,414,11.6,448,10.7,862,11.1
Tue, Jun 26 2012,1600,440,10.2,460,10.7,900,10.4
Tue, Jun 26 2012,1700,537,9.1,441,9.1,978,9.1
Tue, Jun 26 2012,1800,697,8.3,411,11.2,1108,9.4
Tue, Jun 26 2012,1900,776,4.8,495,8.3,1271,6.1
Tue, Jun 26 2012,2000,557,6.5,464,6.2,1021,6.4
Tue, Jun 26 2012,2100,322,8.7,302,4,624,6.4
Tue, Jun 26 2012,2200,221,8.6,227,7.9,448,8.3
Tue, Jun 26 2012,2300,198,11.1,200,7,398,9
Tue, Jun 26 2012,2400,159,9.4,145,13.8,304,11.5
Wed, Jun 27 2012,0100,89,10.1,105,11.4,194,10.8
Wed, Jun 27 2012,0200,57,3.5,64,21.9,121,13.2
Wed, Jun 27 2012,0300,32,28.1,89,12.4,121,16.5
Wed, Jun 27 2012,0400,38,26.3,60,30,98,28.6
Wed, Jun 27 2012,0500,28,32.1,32,40.6,60,36.7
Wed, Jun 27 2012,0600,33,36.4,35,54.3,68,45.6
Wed, Jun 27 2012,0700,50,38,55,23.6,105,30.5
Wed, Jun 27 2012,0800,146,17.8,213,11.7,359,14.2
Wed, Jun 27 2012,0900,285,12.3,521,10.2,806,10.9
Wed, Jun 27 2012,1000,461,8.5,637,7.8,1098,8.1
Wed, Jun 27 2012,1100,398,11.3,531,10.9,929,11.1
Wed, Jun 27 2012,1200,376,14.6,363,11,739,12.9
Wed, Jun 27 2012,1300,419,13.6,411,10.7,830,12.2
Wed, Jun 27 2012,1400,392,9.4,412,11.7,804,10.6
Wed, Jun 27 2012,1500,378,11.1,414,10.1,792,10.6
Wed, Jun 27 2012,1600,415,11.8,442,11.3,857,11.6
Wed, Jun 27 2012,1700,520,11.9,438,5.5,958,9
Wed, Jun 27 2012,1800,603,6.8,448,7.6,1051,7.1
Wed, Jun 27 2012,1900,757,5.7,488,7.8,1245,6.5
Wed, Jun 27 2012,2000,568,8.5,514,4.9,1082,6.7
Wed, Jun 27 2012,2100,343,7.3,335,4.8,678,6
Wed, Jun 27 2012,2200,212,7.1,228,7.9,440,7.5
Wed, Jun 27 2012,2300,158,7,182,12.1,340,9.7
Wed, Jun 27 2012,2400,108,9.3,152,7.2,260,8.1
Thu, Jun 28 2012,0100,110,2.7,103,17.5,213,9.9
Thu, Jun 28 2012,0200,51,9.8,55,23.6,106,17
Thu, Jun 28 2012,0300,31,22.6,30,36.7,61,29.5
Thu, Jun 28 2012,0400,32,25,38,31.6,70,28.6
Thu, Jun 28 2012,0500,25,16,24,58.3,49,36.7
Thu, Jun 28 2012,0600,43,32.6,37,40.5,80,36.2
Thu, Jun 28 2012,0700,60,36.7,69,31.9,129,34.1
Thu, Jun 28 2012,0800,134,16.4,208,11.1,342,13.2
Thu, Jun 28 2012,0900,327,13.5,494,8.5,821,10.5
Thu, Jun 28 2012,1000,455,8.4,621,8.2,1076,8.3
Thu, Jun 28 2012,1100,377,12.2,556,10.3,933,11
Thu, Jun 28 2012,1200,353,12.2,445,11.5,798,11.8
Thu, Jun 28 2012,1300,356,9.3,382,12.6,738,11
Thu, Jun 28 2012,1400,426,9.9,432,10.2,858,10
Thu, Jun 28 2012,1500,460,12,432,10.9,892,11.4
Thu, Jun 28 2012,1600,453,9.9,461,11.3,914,10.6
Thu, Jun 28 2012,1700,532,9.4,449,9.6,981,9.5
Thu, Jun 28 2012,1800,656,7,486,9.5,1142,8.1
Thu, Jun 28 2012,1900,779,6.8,531,8.5,1310,7.5
Thu, Jun 28 2012,2000,615,7,544,7.4,1159,7.2
Thu, Jun 28 2012,2100,398,7,390,4.4,788,5.7
Thu, Jun 28 2012,2200,278,9,301,8.6,579,8.8
Thu, Jun 28 2012,2300,222,5.9,212,9.4,434,7.6
Thu, Jun 28 2012,2400,142,11.3,178,9,320,10
Fri, Jun 29 2012,0100,92,7.6,109,14.7,201,11.4
Fri, Jun 29 2012,0200,60,10,56,21.4,116,15.5
Fri, Jun 29 2012,0300,41,14.6,57,24.6,98,20.4
Fri, Jun 29 2012,0400,29,17.2,44,34.1,73,27.4
Fri, Jun 29 2012,0500,44,22.7,27,51.9,71,33.8
Fri, Jun 29 2012,0600,32,25,45,48.9,77,39
Fri, Jun 29 2012,0700,54,40.7,63,25.4,117,32.5
Fri, Jun 29 2012,0800,127,15.7,205,11.2,332,13
Fri, Jun 29 2012,0900,306,12.1,452,9.5,758,10.6
Fri, Jun 29 2012,1000,392,9.9,603,7.6,995,8.5
Fri, Jun 29 2012,1100,322,13,495,11.3,817,12
Fri, Jun 29 2012,1200,340,12.6,416,10.8,756,11.6
Fri, Jun 29 2012,1300,448,13.2,444,9.9,892,11.5
Fri, Jun 29 2012,1400,450,11.8,492,8.3,942,10
Fri, Jun 29 2012,1500,530,8.9,504,10.7,1034,9.8
Fri, Jun 29 2012,1600,543,7,589,9.8,1132,8.5
Fri, Jun 29 2012,1700,654,8.7,624,6.6,1278,7.7
Fri, Jun 29 2012,1800,694,7.5,677,6.5,1371,7
Fri, Jun 29 2012,1900,727,5.9,778,7.5,1505,6.7
Fri, Jun 29 2012,2000,599,5.8,761,4.7,1360,5.2
Fri, Jun 29 2012,2100,450,8.4,678,4.1,1128,5.9
Fri, Jun 29 2012,2200,322,6.8,538,6.3,860,6.5
Fri, Jun 29 2012,2300,227,5.7,461,5.4,688,5.5
Fri, Jun 29 2012,2400,142,3.5,318,5.7,460,5
Sat, Jun 30 2012,0100,100,11,154,7.1,254,8.7
Sat, Jun 30 2012,0200,74,12.2,93,12.9,167,12.6
Sat, Jun 30 2012,0300,47,8.5,52,17.3,99,13.1
Sat, Jun 30 2012,0400,36,19.4,54,35.2,90,28.9
Sat, Jun 30 2012,0500,41,24.4,34,23.5,75,24
Sat, Jun 30 2012,0600,35,37.1,39,41,74,39.2
Sat, Jun 30 2012,0700,47,27.7,45,22.2,92,25
Sat, Jun 30 2012,0800,102,15.7,85,21.2,187,18.2
Sat, Jun 30 2012,0900,127,18.1,174,17.8,301,17.9
Sat, Jun 30 2012,1000,215,14.9,343,12.2,558,13.3
Sat, Jun 30 2012,1100,284,10.9,437,8.5,721,9.4
Sat, Jun 30 2012,1200,409,7.3,542,5.7,951,6.4
Sat, Jun 30 2012,1300,493,6.1,719,3.6,1212,4.6
Sat, Jun 30 2012,1400,568,4.8,718,3.3,1286,4
Sat, Jun 30 2012,1500,483,4.1,795,2.3,1278,3
Sat, Jun 30 2012,1600,485,6.4,762,3.8,1247,4.8
Sat, Jun 30 2012,1700,523,6.1,749,2.1,1272,3.8
Sat, Jun 30 2012,1800,619,5.5,707,4.7,1326,5.1
Sat, Jun 30 2012,1900,592,6.1,644,3.6,1236,4.8
Sat, Jun 30 2012,2000,503,4.8,540,3.3,1043,4
Sat, Jun 30 2012,2100,459,3.9,502,4,961,4
Sat, Jun 30 2012,2200,274,2.9,394,3.3,668,3.1
Sat, Jun 30 2012,2300,200,2,258,5.8,458,4.1
Sat, Jun 30 2012,2400,134,4.5,145,6.2,279,5.4
Sun, Jul 1 2012,0100,127,2.4,89,7.9,216,4.6
Sun, Jul 1 2012,0200,78,5.1,52,13.5,130,8.5
Sun, Jul 1 2012,0300,64,3.1,49,8.2,113,5.3
Sun, Jul 1 2012,0400,42,9.5,56,7.1,98,8.2
Sun, Jul 1 2012,0500,62,6.5,41,7.3,103,6.8
Sun, Jul 1 2012,0600,46,10.9,15,20,61,13.1
Sun, Jul 1 2012,0700,33,9.1,23,26.1,56,16.1
Sun, Jul 1 2012,0800,47,21.3,44,13.6,91,17.6
Sun, Jul 1 2012,0900,96,17.7,63,4.8,159,12.6
Sun, Jul 1 2012,1000,127,11.8,111,12.6,238,12.2
Sun, Jul 1 2012,1100,213,9.4,237,11.8,450,10.7
Sun, Jul 1 2012,1200,358,5,315,6.7,673,5.8
Sun, Jul 1 2012,1300,477,3.8,455,4.6,932,4.2
Sun, Jul 1 2012,1400,623,3,550,3.3,1173,3.2
Sun, Jul 1 2012,1500,643,4.4,523,2.7,1166,3.6
Sun, Jul 1 2012,1600,736,3.5,554,2.9,1290,3.3
Sun, Jul 1 2012,1700,702,3.3,516,3.7,1218,3.4
Sun, Jul 1 2012,1800,830,3.7,510,4.3,1340,4
Sun, Jul 1 2012,1900,858,2.7,489,7.2,1347,4.3
Sun, Jul 1 2012,2000,837,2.9,431,5.1,1268,3.6
Sun, Jul 1 2012,2100,640,3.4,402,5,1042,4
Sun, Jul 1 2012,2200,331,3.3,284,3.5,615,3.4
Sun, Jul 1 2012,2300,192,4.2,179,7.3,371,5.7
Sun, Jul 1 2012,2400,164,2.4,161,7.5,325,4.9
Mon, Jul 2 2012,0100,85,4.7,101,11.9,186,8.6
Mon, Jul 2 2012,0200,47,6.4,65,7.7,112,7.1
Mon, Jul 2 2012,0300,41,17.1,39,23.1,80,20
Mon, Jul 2 2012,0400,16,56.2,27,14.8,43,30.2
Mon, Jul 2 2012,0500,32,34.4,31,22.6,63,28.6
Mon, Jul 2 2012,0600,43,30.2,22,40.9,65,33.8
Mon, Jul 2 2012,0700,86,25.6,70,37.1,156,30.8
Mon, Jul 2 2012,0800,205,7.3,159,7.5,364,7.4
Mon, Jul 2 2012,0900,381,8.7,473,5.5,854,6.9
Mon, Jul 2 2012,1000,406,7.4,654,6.7,1060,7
Mon, Jul 2 2012,1100,309,11,502,10.4,811,10.6
Mon, Jul 2 2012,1200,323,13.6,383,12.8,706,13.2
Mon, Jul 2 2012,1300,375,10.1,429,7.9,804,9
Mon, Jul 2 2012,1400,395,9.1,449,11.1,844,10.2
Mon, Jul 2 2012,1500,443,9.9,451,9.1,894,9.5
Mon, Jul 2 2012,1600,414,9.2,501,8.6,915,8.9
Mon, Jul 2 2012,1700,499,9.2,458,5.9,957,7.6
Mon, Jul 2 2012,1800,591,8.8,445,6.5,1036,7.8
Mon, Jul 2 2012,1900,753,5.3,531,7.9,1284,6.4
Mon, Jul 2 2012,2000,559,5.5,468,7.3,1027,6.3
Mon, Jul 2 2012,2100,317,8.2,378,6.1,695,7.1
Mon, Jul 2 2012,2200,231,4.8,251,6,482,5.4
Mon, Jul 2 2012,2300,188,9.6,216,10.2,404,9.9
Mon, Jul 2 2012,2400,128,4.7,161,6.8,289,5.9
Tue, Jul 3 2012,0100,128,7,115,13,243,9.9
Tue, Jul 3 2012,0200,84,8.3,85,16.5,169,12.4
Tue, Jul 3 2012,0300,42,14.3,59,15.3,101,14.9
Tue, Jul 3 2012,0400,43,20.9,28,32.1,71,25.4
Tue, Jul 3 2012,0500,91,9.9,28,57.1,119,21
Tue, Jul 3 2012,0600,65,23.1,26,46.2,91,29.7
Tue, Jul 3 2012,0700,68,27.9,56,25,124,26.6
Tue, Jul 3 2012,0800,163,12.3,190,10,353,11
Tue, Jul 3 2012,0900,310,10.6,485,8.2,795,9.2
Tue, Jul 3 2012,1000,385,7.5,655,7.3,1040,7.4
Tue, Jul 3 2012,1100,375,12.8,559,8.8,934,10.4
Tue, Jul 3 2012,1200,342,15.2,396,13.1,738,14.1
Tue, Jul 3 2012,1300,370,13,433,9.9,803,11.3
Tue, Jul 3 2012,1400,413,13.8,436,7.3,849,10.5
Tue, Jul 3 2012,1500,428,10.5,421,8.8,849,9.7
Tue, Jul 3 2012,1600,471,11.3,514,7,985,9
Tue, Jul 3 2012,1700,500,8,520,7.3,1020,7.6
Tue, Jul 3 2012,1800,592,6.1,489,9.4,1081,7.6
Tue, Jul 3 2012,1900,669,6.6,576,7.1,1245,6.8
Tue, Jul 3 2012,2000,656,6.6,542,6.6,1198,6.6
Tue, Jul 3 2012,2100,366,6.8,464,3,830,4.7
Tue, Jul 3 2012,2200,242,6.2,307,8.5,549,7.5
Tue, Jul 3 2012,2300,166,4.8,212,9,378,7.1
Tue, Jul 3 2012,2400,197,5.1,141,12.1,338,8
Wed, Jul 4 2012,0100,229,1.7,92,12,321,4.7
Wed, Jul 4 2012,0200,154,3.9,70,20,224,8.9
Wed, Jul 4 2012,0300,60,16.7,41,26.8,101,20.8
Wed, Jul 4 2012,0400,46,26.1,28,32.1,74,28.4
Wed, Jul 4 2012,0500,43,18.6,30,56.7,73,34.2
Wed, Jul 4 2012,0600,39,30.8,26,53.8,65,40
Wed, Jul 4 2012,0700,64,21.9,62,32.3,126,27
Wed, Jul 4 2012,0800,156,12.2,193,13.5,349,12.9
Wed, Jul 4 2012,0900,340,8.8,439,8.9,779,8.9
Wed, Jul 4 2012,1000,439,8.4,620,5,1059,6.4
Wed, Jul 4 2012,1100,359,13.9,526,11,885,12.2
Wed, Jul 4 2012,1200,383,11,429,9.6,812,10.2
Wed, Jul 4 2012,1300,418,11,448,10.9,866,11
Wed, Jul 4 2012,1400,395,10.4,475,7.6,870,8.9
Wed, Jul 4 2012,1500,435,10.3,526,6.8,961,8.4
Wed, Jul 4 2012,1600,475,8.2,495,6.7,970,7.4
Wed, Jul 4 2012,1700,553,9.6,477,8.8,1030,9.2
Wed, Jul 4 2012,1800,646,6.7,518,7.5,1164,7
Wed, Jul 4 2012,1900,754,6.5,591,4.9,1345,5.8
Wed, Jul 4 2012,2000,598,4.7,500,4,1098,4.4
Wed, Jul 4 2012,2100,373,7,469,4.9,842,5.8
Wed, Jul 4 2012,2200,283,7.1,337,5,620,6
Wed, Jul 4 2012,2300,232,4.3,264,8.3,496,6.5
Wed, Jul 4 2012,2400,145,6.2,192,8.9,337,7.7
Thu, Jul 5 2012,0100,252,4.8,101,10.9,353,6.5
Thu, Jul 5 2012,0200,273,2.6,65,18.5,338,5.6
Thu, Jul 5 2012,0300,92,9.8,43,32.6,135,17
Thu, Jul 5 2012,0400,54,16.7,32,31.2,86,22.1
Thu, Jul 5 2012,0500,35,22.9,37,43.2,72,33.3
Thu, Jul 5 2012,0600,39,38.5,20,55,59,44.1
Thu, Jul 5 2012,0700,56,25,62,27.4,118,26.3
Thu, Jul 5 2012,0800,148,14.9,210,11.4,358,12.8
Thu, Jul 5 2012,0900,315,10.2,475,8.2,790,9
Thu, Jul 5 2012,1000,376,9.3,653,6.9,1029,7.8
Thu, Jul 5 2012,1100,351,10.5,528,7.4,879,8.6
Thu, Jul 5 2012,1200,366,10.9,448,8.5,814,9.6
Thu, Jul 5 2012,1300,462,10.6,522,10,984,10.3
Thu, Jul 5 2012,1400,460,9.8,552,5.4,1012,7.4
Thu, Jul 5 2012,1500,538,8.4,500,8.2,1038,8.3
Thu, Jul 5 2012,1600,555,10.5,557,8.8,1112,9.6
Thu, Jul 5 2012,1700,624,7.2,501,6.2,1125,6.8
Thu, Jul 5 2012,1800,703,5.1,511,8.8,1214,6.7
Thu, Jul 5 2012,1900,777,5.4,582,6.9,1359,6
Thu, Jul 5 2012,2000,644,4.7,544,5.5,1188,5.1
Thu, Jul 5 2012,2100,390,6.9,422,6.4,812,6.7
Thu, Jul 5 2012,2200,296,3.7,347,7.2,643,5.6
Thu, Jul 5 2012,2300,295,4.7,275,9.1,570,6.8
Thu, Jul 5 2012,2400,233,3,192,9.9,425,6.1
Fri, Jul 6 2012,0100,205,3.9,109,8.3,314,5.4
Fri, Jul 6 2012,0200,113,2.7,63,22.2,176,9.7
Fri, Jul 6 2012,0300,53,17,55,20,108,18.5
Fri, Jul 6 2012,0400,50,22,65,15.4,115,18.3
Fri, Jul 6 2012,0500,40,20,33,36.4,73,27.4
Fri, Jul 6 2012,0600,43,27.9,34,50,77,37.7
Fri, Jul 6 2012,0700,53,34,72,31.9,125,32.8
Fri, Jul 6 2012,0800,117,16.2,211,14.2,328,14.9
