Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Mon, Jul 4 2011,2100,178,4.5,201,4.5,379,4.5
Mon, Jul 4 2011,2200,141,5.7,111,5.4,252,5.6
Mon, Jul 4 2011,2300,117,6.8,96,9.4,213,8
Mon, Jul 4 2011,2400,55,3.6,86,10.5,141,7.8
Tue, Jul 5 2011,0100,61,13.1,30,13.3,91,13.2
Tue, Jul 5 2011,0200,17,5.9,9,11.1,26,7.7
Tue, Jul 5 2011,0300,13,7.7,7,14.3,20,10
Tue, Jul 5 2011,0400,4,50,12,16.7,16,25
Tue, Jul 5 2011,0500,13,61.5,30,23.3,43,34.9
Tue, Jul 5 2011,0600,37,27,83,25.3,120,25.8
Tue, Jul 5 2011,0700,134,17.2,136,21.3,270,19.3
Tue, Jul 5 2011,0800,327,14.4,335,9.6,662,11.9
Tue, Jul 5 2011,0900,311,9.3,501,7.4,812,8.1
Tue, Jul 5 2011,1000,311,16.4,409,7.1,720,11.1
Tue, Jul 5 2011,1100,280,11.4,396,12.9,676,12.3
Tue, Jul 5 2011,1200,360,10.3,335,8.4,695,9.4
Tue, Jul 5 2011,1300,392,9.2,367,9.3,759,9.2
Tue, Jul 5 2011,1400,393,10.9,332,8.4,725,9.8
Tue, Jul 5 2011,1500,404,9.4,339,11.5,743,10.4
Tue, Jul 5 2011,1600,375,9.1,378,8.5,753,8.8
Tue, Jul 5 2011,1700,502,7,386,8.5,888,7.7
Tue, Jul 5 2011,1800,525,6.7,390,6.9,915,6.8
Tue, Jul 5 2011,1900,430,4.9,411,7.1,841,5.9
Tue, Jul 5 2011,2000,279,5.4,296,5.7,575,5.6
Tue, Jul 5 2011,2100,166,8.4,198,6.6,364,7.4
Tue, Jul 5 2011,2200,148,5.4,143,4.9,291,5.2
Tue, Jul 5 2011,2300,105,6.7,91,7.7,196,7.1
Tue, Jul 5 2011,2400,46,6.5,54,3.7,100,5
Wed, Jul 6 2011,0100,47,19.1,36,11.1,83,15.7
Wed, Jul 6 2011,0200,20,0,15,26.7,35,11.4
Wed, Jul 6 2011,0300,27,14.8,7,28.6,34,17.6
Wed, Jul 6 2011,0400,17,17.6,10,40,27,25.9
Wed, Jul 6 2011,0500,11,36.4,26,26.9,37,29.7
Wed, Jul 6 2011,0600,43,27.9,67,28.4,110,28.2
Wed, Jul 6 2011,0700,112,9.8,150,12,262,11.1
Wed, Jul 6 2011,0800,307,11.4,306,9.5,613,10.4
Wed, Jul 6 2011,0900,356,11.5,514,5.3,870,7.8
Wed, Jul 6 2011,1000,276,13.4,378,11.1,654,12.1
Wed, Jul 6 2011,1100,319,12.9,300,11,619,12
Wed, Jul 6 2011,1200,335,8.4,313,8.6,648,8.5
Wed, Jul 6 2011,1300,368,9.8,332,8.4,700,9.1
Wed, Jul 6 2011,1400,357,8.7,353,8.8,710,8.7
Wed, Jul 6 2011,1500,358,9.5,329,6.4,687,8
Wed, Jul 6 2011,1600,384,9.1,368,9.8,752,9.4
Wed, Jul 6 2011,1700,417,6,380,6.6,797,6.3
Wed, Jul 6 2011,1800,574,4.5,409,7.6,983,5.8
Wed, Jul 6 2011,1900,420,6.2,358,7,778,6.6
Wed, Jul 6 2011,2000,233,5.6,362,6.1,595,5.9
Wed, Jul 6 2011,2100,199,6.5,194,10.8,393,8.7
Wed, Jul 6 2011,2200,196,7.1,143,7.7,339,7.4
Wed, Jul 6 2011,2300,82,4.9,83,9.6,165,7.3
Wed, Jul 6 2011,2400,62,3.2,61,6.6,123,4.9
Thu, Jul 7 2011,0100,36,19.4,31,22.6,67,20.9
Thu, Jul 7 2011,0200,22,22.7,15,20,37,21.6
Thu, Jul 7 2011,0300,19,21.1,8,25,27,22.2
Thu, Jul 7 2011,0400,10,10,12,41.7,22,27.3
Thu, Jul 7 2011,0500,18,33.3,27,25.9,45,28.9
Thu, Jul 7 2011,0600,46,45.7,53,39.6,99,42.4
Thu, Jul 7 2011,0700,131,16,142,15.5,273,15.8
Thu, Jul 7 2011,0800,296,14.9,329,9.4,625,12
Thu, Jul 7 2011,0900,330,15.8,490,5.9,820,9.9
Thu, Jul 7 2011,1000,314,12.4,399,9,713,10.5
Thu, Jul 7 2011,1100,345,12.5,384,9.9,729,11.1
Thu, Jul 7 2011,1200,347,10.4,340,9.1,687,9.8
Thu, Jul 7 2011,1300,395,9.4,300,9,695,9.2
Thu, Jul 7 2011,1400,401,10,353,8.5,754,9.3
Thu, Jul 7 2011,1500,405,7.7,379,10.3,784,8.9
Thu, Jul 7 2011,1600,416,12.3,408,9.1,824,10.7
Thu, Jul 7 2011,1700,499,7.4,408,7.4,907,7.4
Thu, Jul 7 2011,1800,614,3.4,445,7.4,1059,5.1
Thu, Jul 7 2011,1900,449,4.9,386,5.2,835,5
Thu, Jul 7 2011,2000,296,3.7,388,3.9,684,3.8
Thu, Jul 7 2011,2100,219,7.3,260,5.4,479,6.3
Thu, Jul 7 2011,2200,204,4.9,178,3.9,382,4.5
Thu, Jul 7 2011,2300,94,5.3,112,14.3,206,10.2
Thu, Jul 7 2011,2400,71,5.6,75,5.3,146,5.5
Fri, Jul 8 2011,0100,43,7,51,19.6,94,13.8
Fri, Jul 8 2011,0200,35,17.1,42,7.1,77,11.7
Fri, Jul 8 2011,0300,19,15.8,12,0,31,9.7
Fri, Jul 8 2011,0400,15,20,14,35.7,29,27.6
Fri, Jul 8 2011,0500,21,52.4,28,28.6,49,38.8
Fri, Jul 8 2011,0600,34,35.3,56,37.5,90,36.7
Fri, Jul 8 2011,0700,103,16.5,124,24.2,227,20.7
Fri, Jul 8 2011,0800,279,13.6,272,8.5,551,11.1
Fri, Jul 8 2011,0900,332,9.9,454,7.7,786,8.7
Fri, Jul 8 2011,1000,254,14.6,365,7.9,619,10.7
Fri, Jul 8 2011,1100,334,11.4,337,10.4,671,10.9
Fri, Jul 8 2011,1200,395,8.4,385,9.9,780,9.1
Fri, Jul 8 2011,1300,460,7.4,364,8.8,824,8
Fri, Jul 8 2011,1400,432,9,464,8,896,8.5
Fri, Jul 8 2011,1500,528,7.4,474,5.5,1002,6.5
Fri, Jul 8 2011,1600,536,6.3,551,4.5,1087,5.4
Fri, Jul 8 2011,1700,605,5.6,535,6.5,1140,6.1
Fri, Jul 8 2011,1800,665,4.5,578,4.5,1243,4.5
Fri, Jul 8 2011,1900,597,4.2,530,4.3,1127,4.3
Fri, Jul 8 2011,2000,378,2.9,457,4.6,835,3.8
Fri, Jul 8 2011,2100,273,5.9,348,1.7,621,3.5
Fri, Jul 8 2011,2200,246,4.9,220,5,466,4.9
Fri, Jul 8 2011,2300,135,2.2,119,5,254,3.5
Fri, Jul 8 2011,2400,77,3.9,80,3.8,157,3.8
Sat, Jul 9 2011,0100,60,8.3,38,7.9,98,8.2
Sat, Jul 9 2011,0200,41,9.8,20,5,61,8.2
Sat, Jul 9 2011,0300,25,12,20,15,45,13.3
Sat, Jul 9 2011,0400,24,4.2,15,13.3,39,7.7
Sat, Jul 9 2011,0500,12,33.3,29,20.7,41,24.4
Sat, Jul 9 2011,0600,20,10,46,15.2,66,13.6
Sat, Jul 9 2011,0700,48,10.4,62,14.5,110,12.7
Sat, Jul 9 2011,0800,113,14.2,115,12.2,228,13.2
Sat, Jul 9 2011,0900,164,8.5,191,5.8,355,7
Sat, Jul 9 2011,1000,292,10.3,282,5.3,574,7.8
Sat, Jul 9 2011,1100,368,6,359,3.9,727,5
Sat, Jul 9 2011,1200,446,4,544,3.9,990,3.9
Sat, Jul 9 2011,1300,562,2.3,622,2.1,1184,2.2
Sat, Jul 9 2011,1400,530,4.3,962,1.6,1492,2.5
Sat, Jul 9 2011,1500,483,3.9,1573,0.6,2056,1.4
Sat, Jul 9 2011,1600,408,4.9,863,2.1,1271,3
Sat, Jul 9 2011,1700,448,3.1,400,6,848,4.5
Sat, Jul 9 2011,1800,527,3,365,4.7,892,3.7
Sat, Jul 9 2011,1900,1667,0.7,351,4.6,2018,1.3
Sat, Jul 9 2011,2000,938,1.9,316,5.7,1254,2.9
Sat, Jul 9 2011,2100,325,2.8,241,3.7,566,3.2
Sat, Jul 9 2011,2200,225,2.2,163,4.9,388,3.4
Sat, Jul 9 2011,2300,132,1.5,118,4.2,250,2.8
Sat, Jul 9 2011,2400,71,0,67,1.5,138,0.7
Sun, Jul 10 2011,0100,33,6.1,41,0,74,2.7
Sun, Jul 10 2011,0200,35,2.9,25,0,60,1.7
Sun, Jul 10 2011,0300,38,0,22,0,60,0
Sun, Jul 10 2011,0400,18,5.6,15,6.7,33,6.1
Sun, Jul 10 2011,0500,13,7.7,16,0,29,3.4
Sun, Jul 10 2011,0600,21,4.8,37,8.1,58,6.9
Sun, Jul 10 2011,0700,41,7.3,46,0,87,3.4
Sun, Jul 10 2011,0800,84,3.6,61,4.9,145,4.1
Sun, Jul 10 2011,0900,171,4.1,90,7.8,261,5.4
Sun, Jul 10 2011,1000,171,7.6,151,7.3,322,7.5
Sun, Jul 10 2011,1100,281,4.3,229,4.4,510,4.3
Sun, Jul 10 2011,1200,346,2.6,310,3.2,656,2.9
Sun, Jul 10 2011,1300,468,1.3,397,2,865,1.6
Sun, Jul 10 2011,1400,442,2.5,429,2.1,871,2.3
Sun, Jul 10 2011,1500,533,1.7,399,1.5,932,1.6
Sun, Jul 10 2011,1600,432,2.1,447,3.1,879,2.6
Sun, Jul 10 2011,1700,387,3.9,414,1.2,801,2.5
Sun, Jul 10 2011,1800,452,2.4,385,3.6,837,3
Sun, Jul 10 2011,1900,435,1.8,468,2.6,903,2.2
Sun, Jul 10 2011,2000,400,1.5,443,2.3,843,1.9
Sun, Jul 10 2011,2100,326,1.8,497,2.8,823,2.4
Sun, Jul 10 2011,2200,297,2.7,295,2,592,2.4
Sun, Jul 10 2011,2300,154,3.9,176,3.4,330,3.6
Sun, Jul 10 2011,2400,80,1.2,92,4.3,172,2.9
Mon, Jul 11 2011,0100,38,2.6,40,2.5,78,2.6
Mon, Jul 11 2011,0200,14,7.1,22,13.6,36,11.1
Mon, Jul 11 2011,0300,25,8,19,5.3,44,6.8
Mon, Jul 11 2011,0400,11,18.2,18,22.2,29,20.7
Mon, Jul 11 2011,0500,11,18.2,27,33.3,38,28.9
Mon, Jul 11 2011,0600,64,26.6,89,22.5,153,24.2
Mon, Jul 11 2011,0700,180,7.2,163,10.4,343,8.7
Mon, Jul 11 2011,0800,323,9.9,365,6,688,7.8
Mon, Jul 11 2011,0900,334,8.4,496,4.4,830,6
Mon, Jul 11 2011,1000,293,13.7,343,11.7,636,12.6
Mon, Jul 11 2011,1100,351,9.4,304,9.5,655,9.5
Mon, Jul 11 2011,1200,324,9.6,321,11.5,645,10.5
Mon, Jul 11 2011,1300,373,9.1,380,6.3,753,7.7
Mon, Jul 11 2011,1400,365,6.3,351,8,716,7.1
Mon, Jul 11 2011,1500,369,7,342,7.6,711,7.3
Mon, Jul 11 2011,1600,361,9.4,396,7.1,757,8.2
Mon, Jul 11 2011,1700,510,6.5,368,8.4,878,7.3
Mon, Jul 11 2011,1800,611,5.9,456,5.9,1067,5.9
Mon, Jul 11 2011,1900,434,5.3,412,4.9,846,5.1
Mon, Jul 11 2011,2000,238,8,318,5,556,6.3
Mon, Jul 11 2011,2100,163,4.9,216,6.9,379,6.1
Mon, Jul 11 2011,2200,166,6.6,154,7.8,320,7.2
Mon, Jul 11 2011,2300,100,6,104,4.8,204,5.4
Mon, Jul 11 2011,2400,66,10.6,76,6.6,142,8.5
Tue, Jul 12 2011,0100,40,12.5,43,18.6,83,15.7
Tue, Jul 12 2011,0200,30,10,19,10.5,49,10.2
Tue, Jul 12 2011,0300,11,27.3,16,18.8,27,22.2
Tue, Jul 12 2011,0400,8,25,15,33.3,23,30.4
Tue, Jul 12 2011,0500,9,33.3,33,33.3,42,33.3
Tue, Jul 12 2011,0600,41,19.5,80,28.8,121,25.6
Tue, Jul 12 2011,0700,141,14.9,170,22.9,311,19.3
Tue, Jul 12 2011,0800,329,10.3,303,8.3,632,9.3
Tue, Jul 12 2011,0900,313,9.9,549,6.7,862,7.9
Tue, Jul 12 2011,1000,281,13.5,394,10.2,675,11.6
Tue, Jul 12 2011,1100,376,12.8,324,11.4,700,12.1
Tue, Jul 12 2011,1200,392,12,345,12.2,737,12.1
Tue, Jul 12 2011,1300,400,11.2,341,11.1,741,11.2
Tue, Jul 12 2011,1400,378,13.2,378,11.6,756,12.4
Tue, Jul 12 2011,1500,376,11.2,325,8.9,701,10.1
Tue, Jul 12 2011,1600,420,8.6,355,12.4,775,10.3
Tue, Jul 12 2011,1700,457,7.4,394,6.6,851,7.1
Tue, Jul 12 2011,1800,582,7,389,6.2,971,6.7
Tue, Jul 12 2011,1900,442,5.4,441,5.7,883,5.5
Tue, Jul 12 2011,2000,240,10,313,6.4,553,8
Tue, Jul 12 2011,2100,212,8.5,224,8.5,436,8.5
Tue, Jul 12 2011,2200,207,9.2,136,5.9,343,7.9
Tue, Jul 12 2011,2300,117,9.4,89,3.4,206,6.8
Tue, Jul 12 2011,2400,57,15.8,78,12.8,135,14.1
Wed, Jul 13 2011,0100,42,19,30,10,72,15.3
Wed, Jul 13 2011,0200,13,23.1,36,16.7,49,18.4
Wed, Jul 13 2011,0300,13,23.1,16,6.2,29,13.8
Wed, Jul 13 2011,0400,6,33.3,14,50,20,45
Wed, Jul 13 2011,0500,10,50,31,22.6,41,29.3
Wed, Jul 13 2011,0600,36,22.2,69,18.8,105,20
Wed, Jul 13 2011,0700,150,15.3,134,20.1,284,17.6
Wed, Jul 13 2011,0800,291,12.4,322,9.3,613,10.8
Wed, Jul 13 2011,0900,341,13.5,441,5.7,782,9.1
Wed, Jul 13 2011,1000,324,14.2,382,6.5,706,10.1
Wed, Jul 13 2011,1100,334,8.1,334,12,668,10
Wed, Jul 13 2011,1200,382,10.2,348,9.2,730,9.7
Wed, Jul 13 2011,1300,396,8.1,326,13.8,722,10.7
Wed, Jul 13 2011,1400,391,12.8,303,11.2,694,12.1
Wed, Jul 13 2011,1500,388,9,345,9,733,9
Wed, Jul 13 2011,1600,357,11.2,344,7.8,701,9.6
Wed, Jul 13 2011,1700,430,5.6,412,7.8,842,6.7
Wed, Jul 13 2011,1800,536,3.7,412,5.8,948,4.6
Wed, Jul 13 2011,1900,400,5.5,420,6.7,820,6.1
Wed, Jul 13 2011,2000,239,5.9,339,4.7,578,5.2
Wed, Jul 13 2011,2100,215,5.1,222,5.9,437,5.5
Wed, Jul 13 2011,2200,215,4.2,197,3.6,412,3.9
Wed, Jul 13 2011,2300,138,7.2,120,9.2,258,8.1
Wed, Jul 13 2011,2400,67,10.4,63,12.7,130,11.5
Thu, Jul 14 2011,0100,33,18.2,31,9.7,64,14.1
