Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Wed, Aug 17 2011,2200,168,5.4,150,6.7,318,6
Wed, Aug 17 2011,2300,110,5.5,92,7.6,202,6.4
Wed, Aug 17 2011,2400,69,7.2,71,9.9,140,8.6
Thu, Aug 18 2011,0100,33,18.2,41,19.5,74,18.9
Thu, Aug 18 2011,0200,19,36.8,11,45.5,30,40
Thu, Aug 18 2011,0300,15,20,11,18.2,26,19.2
Thu, Aug 18 2011,0400,11,45.5,10,40,21,42.9
Thu, Aug 18 2011,0500,16,50,26,34.6,42,40.5
Thu, Aug 18 2011,0600,37,29.7,79,27.8,116,28.4
Thu, Aug 18 2011,0700,140,13.6,138,17.4,278,15.5
Thu, Aug 18 2011,0800,307,10.7,354,8.2,661,9.4
Thu, Aug 18 2011,0900,335,11.6,452,6.9,787,8.9
Thu, Aug 18 2011,1000,322,14.3,402,10.2,724,12
Thu, Aug 18 2011,1100,412,8.3,391,9.7,803,9
Thu, Aug 18 2011,1200,433,9.7,341,10.6,774,10.1
Thu, Aug 18 2011,1300,400,9.8,443,5.6,843,7.6
Thu, Aug 18 2011,1400,460,7.2,432,9.3,892,8.2
Thu, Aug 18 2011,1500,432,9.7,417,7.9,849,8.8
Thu, Aug 18 2011,1600,459,8.3,456,7.5,915,7.9
Thu, Aug 18 2011,1700,513,8,453,8.4,966,8.2
Thu, Aug 18 2011,1800,651,6.1,447,7.2,1098,6.6
Thu, Aug 18 2011,1900,546,4.2,484,6.2,1030,5.1
Thu, Aug 18 2011,2000,289,4.8,371,5.9,660,5.5
Thu, Aug 18 2011,2100,232,6,271,4.8,503,5.4
Thu, Aug 18 2011,2200,202,8.4,202,5.9,404,7.2
Thu, Aug 18 2011,2300,118,6.8,141,12.8,259,10
Thu, Aug 18 2011,2400,61,14.8,83,2.4,144,7.6
Fri, Aug 19 2011,0100,29,17.2,32,25,61,21.3
Fri, Aug 19 2011,0200,45,11.1,10,10,55,10.9
Fri, Aug 19 2011,0300,12,16.7,16,37.5,28,28.6
Fri, Aug 19 2011,0400,12,33.3,14,35.7,26,34.6
Fri, Aug 19 2011,0500,11,45.5,32,12.5,43,20.9
Fri, Aug 19 2011,0600,41,29.3,77,39,118,35.6
Fri, Aug 19 2011,0700,132,16.7,104,17.3,236,16.9
Fri, Aug 19 2011,0800,290,8.3,283,8.5,573,8.4
Fri, Aug 19 2011,0900,303,12.2,439,6.8,742,9
Fri, Aug 19 2011,1000,321,12.1,367,7.9,688,9.9
Fri, Aug 19 2011,1100,403,10.4,357,11.8,760,11.1
Fri, Aug 19 2011,1200,498,6.4,387,7,885,6.7
Fri, Aug 19 2011,1300,541,6.7,490,4.9,1031,5.8
Fri, Aug 19 2011,1400,527,5.9,468,4.7,995,5.3
Fri, Aug 19 2011,1500,542,7.7,581,5.5,1123,6.6
Fri, Aug 19 2011,1600,595,5.5,555,4.5,1150,5
Fri, Aug 19 2011,1700,678,4.1,535,3.9,1213,4
Fri, Aug 19 2011,1800,675,2.8,625,4.2,1300,3.5
Fri, Aug 19 2011,1900,611,2.1,640,3.9,1251,3
Fri, Aug 19 2011,2000,393,3.1,430,2.6,823,2.8
Fri, Aug 19 2011,2100,306,4.9,306,3.3,612,4.1
Fri, Aug 19 2011,2200,216,3.7,211,4.7,427,4.2
Fri, Aug 19 2011,2300,153,4.6,162,2.5,315,3.5
Fri, Aug 19 2011,2400,91,6.6,79,3.8,170,5.3
Sat, Aug 20 2011,0100,32,9.4,36,13.9,68,11.8
Sat, Aug 20 2011,0200,27,14.8,27,14.8,54,14.8
Sat, Aug 20 2011,0300,21,0,16,0,37,0
Sat, Aug 20 2011,0400,15,13.3,19,26.3,34,20.6
Sat, Aug 20 2011,0500,12,25,21,9.5,33,15.2
Sat, Aug 20 2011,0600,24,16.7,49,8.2,73,11
Sat, Aug 20 2011,0700,61,13.1,66,12.1,127,12.6
Sat, Aug 20 2011,0800,128,9.4,122,13.1,250,11.2
Sat, Aug 20 2011,0900,164,7.3,194,6.7,358,7
Sat, Aug 20 2011,1000,258,5,308,5.5,566,5.3
Sat, Aug 20 2011,1100,387,5.9,450,4,837,4.9
Sat, Aug 20 2011,1200,478,2.5,465,1.7,943,2.1
Sat, Aug 20 2011,1300,554,1.8,485,3.3,1039,2.5
Sat, Aug 20 2011,1400,549,3.1,489,2.2,1038,2.7
Sat, Aug 20 2011,1500,511,3.3,508,2,1019,2.6
Sat, Aug 20 2011,1600,520,2.3,517,2.3,1037,2.3
Sat, Aug 20 2011,1700,434,3.2,499,3.4,933,3.3
Sat, Aug 20 2011,1800,426,2.3,460,3.7,886,3
Sat, Aug 20 2011,1900,382,2.6,387,2.3,769,2.5
Sat, Aug 20 2011,2000,292,2.1,383,3.7,675,3
Sat, Aug 20 2011,2100,214,4.2,300,4,514,4.1
Sat, Aug 20 2011,2200,203,3,198,2,401,2.5
Sat, Aug 20 2011,2300,150,2.7,117,0,267,1.5
Sat, Aug 20 2011,2400,57,7,77,1.3,134,3.7
Sun, Aug 21 2011,0100,43,2.3,35,2.9,78,2.6
Sun, Aug 21 2011,0200,44,2.3,36,0,80,1.2
Sun, Aug 21 2011,0300,35,2.9,30,6.7,65,4.6
Sun, Aug 21 2011,0400,24,4.2,23,8.7,47,6.4
Sun, Aug 21 2011,0500,18,5.6,27,7.4,45,6.7
Sun, Aug 21 2011,0600,9,11.1,70,1.4,79,2.5
Sun, Aug 21 2011,0700,35,11.4,72,5.6,107,7.5
Sun, Aug 21 2011,0800,106,7.5,70,5.7,176,6.8
Sun, Aug 21 2011,0900,146,5.5,95,2.1,241,4.1
Sun, Aug 21 2011,1000,188,8.5,179,4.5,367,6.5
Sun, Aug 21 2011,1100,279,4.3,287,2.4,566,3.4
Sun, Aug 21 2011,1200,412,3.9,328,1.8,740,3
Sun, Aug 21 2011,1300,532,2.3,497,1.8,1029,2
Sun, Aug 21 2011,1400,521,1.9,549,2.2,1070,2.1
Sun, Aug 21 2011,1500,547,2.4,511,2.5,1058,2.5
Sun, Aug 21 2011,1600,516,1.4,468,1.7,984,1.5
Sun, Aug 21 2011,1700,420,3.8,476,2.9,896,3.3
Sun, Aug 21 2011,1800,467,4.9,474,4.4,941,4.7
Sun, Aug 21 2011,1900,459,1.5,507,1.8,966,1.7
Sun, Aug 21 2011,2000,391,1.8,514,4.5,905,3.3
Sun, Aug 21 2011,2100,345,1.7,393,2,738,1.9
Sun, Aug 21 2011,2200,258,2.7,266,3.8,524,3.2
Sun, Aug 21 2011,2300,147,0.7,140,5,287,2.8
Sun, Aug 21 2011,2400,73,1.4,79,2.5,152,2
Mon, Aug 22 2011,0100,33,3,35,5.7,68,4.4
Mon, Aug 22 2011,0200,11,9.1,30,6.7,41,7.3
Mon, Aug 22 2011,0300,31,3.2,16,12.5,47,6.4
Mon, Aug 22 2011,0400,14,21.4,9,44.4,23,30.4
Mon, Aug 22 2011,0500,21,33.3,31,12.9,52,21.2
Mon, Aug 22 2011,0600,51,11.8,98,21.4,149,18.1
Mon, Aug 22 2011,0700,148,8.8,128,7.8,276,8.3
Mon, Aug 22 2011,0800,323,6.5,384,7,707,6.8
Mon, Aug 22 2011,0900,377,8.8,500,5.8,877,7.1
Mon, Aug 22 2011,1000,324,10.2,337,9.2,661,9.7
Mon, Aug 22 2011,1100,386,8,349,6.9,735,7.5
Mon, Aug 22 2011,1200,417,8.4,375,6.4,792,7.4
Mon, Aug 22 2011,1300,434,7.1,429,6.3,863,6.7
Mon, Aug 22 2011,1400,429,7,434,5.3,863,6.1
Mon, Aug 22 2011,1500,443,6.3,414,6.5,857,6.4
Mon, Aug 22 2011,1600,394,5.8,468,6.2,862,6
Mon, Aug 22 2011,1700,464,5.8,449,6.9,913,6.4
Mon, Aug 22 2011,1800,572,4.5,437,4.3,1009,4.5
Mon, Aug 22 2011,1900,429,3.7,452,5.5,881,4.7
Mon, Aug 22 2011,2000,272,4.4,349,4.9,621,4.7
Mon, Aug 22 2011,2100,193,5.7,248,5.6,441,5.7
Mon, Aug 22 2011,2200,145,6.9,168,5.4,313,6.1
Mon, Aug 22 2011,2300,128,10.9,128,9.4,256,10.2
Mon, Aug 22 2011,2400,37,5.4,76,5.3,113,5.3
Tue, Aug 23 2011,0100,23,13,38,21.1,61,18
Tue, Aug 23 2011,0200,49,12.2,14,21.4,63,14.3
Tue, Aug 23 2011,0300,13,7.7,16,31.2,29,20.7
Tue, Aug 23 2011,0400,6,50,13,23.1,19,31.6
Tue, Aug 23 2011,0500,16,31.2,28,28.6,44,29.5
Tue, Aug 23 2011,0600,35,20,68,29.4,103,26.2
Tue, Aug 23 2011,0700,130,16.9,137,13.9,267,15.4
Tue, Aug 23 2011,0800,323,8,354,8.2,677,8.1
Tue, Aug 23 2011,0900,324,9.6,498,7.2,822,8.2
Tue, Aug 23 2011,1000,334,12.3,438,8.2,772,10
Tue, Aug 23 2011,1100,331,10.6,370,10.8,701,10.7
Tue, Aug 23 2011,1200,415,9.2,385,7.8,800,8.5
Tue, Aug 23 2011,1300,418,7.2,408,7.8,826,7.5
Tue, Aug 23 2011,1400,389,11.6,411,6.8,800,9.1
Tue, Aug 23 2011,1500,451,11.3,371,6.7,822,9.2
Tue, Aug 23 2011,1600,423,6.1,393,6.9,816,6.5
Tue, Aug 23 2011,1700,435,7.1,427,6.3,862,6.7
Tue, Aug 23 2011,1800,624,5.8,458,6.3,1082,6
Tue, Aug 23 2011,1900,451,2.9,443,5,894,3.9
Tue, Aug 23 2011,2000,278,3.2,336,7.1,614,5.4
Tue, Aug 23 2011,2100,193,6.7,231,6.9,424,6.8
Tue, Aug 23 2011,2200,131,6.1,197,4.1,328,4.9
Tue, Aug 23 2011,2300,105,5.7,122,7.4,227,6.6
Tue, Aug 23 2011,2400,73,8.2,67,6,140,7.1
Fri, Aug 26 2011,0100,61,13.1,19,15.8,80,13.8
Fri, Aug 26 2011,0200,37,21.6,14,14.3,51,19.6
Fri, Aug 26 2011,0300,13,30.8,10,10,23,21.7
Fri, Aug 26 2011,0400,14,21.4,15,26.7,29,24.1
Fri, Aug 26 2011,0500,16,56.2,25,40,41,46.3
Fri, Aug 26 2011,0600,42,26.2,62,25.8,104,26
Fri, Aug 26 2011,0700,98,17.3,126,11.9,224,14.3
Fri, Aug 26 2011,0800,260,7.7,317,6.6,577,7.1
Fri, Aug 26 2011,0900,358,11.7,485,7.2,843,9.1
Fri, Aug 26 2011,1000,301,16.6,349,9.5,650,12.8
Fri, Aug 26 2011,1100,380,11.6,361,8.6,741,10.1
Fri, Aug 26 2011,1200,439,6.4,409,7.8,848,7.1
Fri, Aug 26 2011,1300,482,6.8,444,6.5,926,6.7
Fri, Aug 26 2011,1400,503,8,466,7.5,969,7.7
Fri, Aug 26 2011,1500,505,5.3,514,5.8,1019,5.6
Fri, Aug 26 2011,1600,577,4.7,540,5,1117,4.8
Fri, Aug 26 2011,1700,657,4.3,610,4.3,1267,4.3
Fri, Aug 26 2011,1800,725,3.3,592,5.9,1317,4.5
Fri, Aug 26 2011,1900,562,3,523,3.8,1085,3.4
Fri, Aug 26 2011,2000,430,4.9,425,2.6,855,3.7
Fri, Aug 26 2011,2100,300,5,350,1.7,650,3.2
Fri, Aug 26 2011,2200,259,3.1,241,5.8,500,4.4
Fri, Aug 26 2011,2300,175,4.6,98,5.1,273,4.8
Fri, Aug 26 2011,2400,80,3.8,97,3.1,177,3.4
Sat, Aug 27 2011,0100,44,9.1,38,10.5,82,9.8
Sat, Aug 27 2011,0200,35,8.6,21,14.3,56,10.7
Sat, Aug 27 2011,0300,24,4.2,16,18.8,40,10
Sat, Aug 27 2011,0400,21,14.3,15,26.7,36,19.4
Sat, Aug 27 2011,0500,17,35.3,28,17.9,45,24.4
Sat, Aug 27 2011,0600,22,13.6,35,14.3,57,14
Sat, Aug 27 2011,0700,63,15.9,56,16.1,119,16
Sat, Aug 27 2011,0800,130,11.5,108,8.3,238,10.1
Sat, Aug 27 2011,0900,176,9.7,178,5.6,354,7.6
Sat, Aug 27 2011,1000,238,7.1,303,5.9,541,6.5
Sat, Aug 27 2011,1100,451,6.7,410,4.4,861,5.6
Sat, Aug 27 2011,1200,500,3,433,3.7,933,3.3
Sat, Aug 27 2011,1300,577,2.6,466,3,1043,2.8
Sat, Aug 27 2011,1400,583,3.3,530,2.8,1113,3.1
Sat, Aug 27 2011,1500,488,4.5,412,2.7,900,3.7
Sat, Aug 27 2011,1600,494,3.4,393,3.1,887,3.3
Sat, Aug 27 2011,1700,458,4.4,391,2,849,3.3
Sat, Aug 27 2011,1800,391,3.8,382,3.4,773,3.6
Sat, Aug 27 2011,1900,389,3.1,390,2.3,779,2.7
Sat, Aug 27 2011,2000,301,1.3,335,3.9,636,2.7
Sat, Aug 27 2011,2100,178,3.4,232,0.4,410,1.7
Sat, Aug 27 2011,2200,163,4.9,209,2.9,372,3.8
Sat, Aug 27 2011,2300,174,1.7,135,2.2,309,1.9
Sat, Aug 27 2011,2400,85,4.7,90,0,175,2.3
Sun, Aug 28 2011,0100,43,2.3,39,2.6,82,2.4
Sun, Aug 28 2011,0200,45,0,25,4,70,1.4
Sun, Aug 28 2011,0300,32,0,28,0,60,0
Sun, Aug 28 2011,0400,22,4.5,22,4.5,44,4.5
Sun, Aug 28 2011,0500,17,5.9,23,4.3,40,5
Sun, Aug 28 2011,0600,13,23.1,25,4,38,10.5
Sun, Aug 28 2011,0700,26,3.8,30,13.3,56,8.9
Sun, Aug 28 2011,0800,71,5.6,49,8.2,120,6.7
Sun, Aug 28 2011,0900,124,2.4,79,7.6,203,4.4
Sun, Aug 28 2011,1000,196,3.6,164,11,360,6.9
Sun, Aug 28 2011,1100,245,3.7,239,3.3,484,3.5
Sun, Aug 28 2011,1200,372,2.7,342,2.6,714,2.7
Sun, Aug 28 2011,1300,481,2.1,448,1.1,929,1.6
Sun, Aug 28 2011,1400,531,2.1,491,2.6,1022,2.3
Sun, Aug 28 2011,1500,521,2.3,450,1.8,971,2.1
Sun, Aug 28 2011,1600,420,2.9,470,3.4,890,3.1
Sun, Aug 28 2011,1700,426,1.9,435,3.4,861,2.7
Sun, Aug 28 2011,1800,515,4.3,456,2.9,971,3.6
Sun, Aug 28 2011,1900,512,2.9,621,3.5,1133,3.3
Sun, Aug 28 2011,2000,382,2.1,522,2.7,904,2.4
Sun, Aug 28 2011,2100,345,2.3,440,4.1,785,3.3
Sun, Aug 28 2011,2200,260,1.9,231,3.9,491,2.9
Sun, Aug 28 2011,2300,103,0,127,0.8,230,0.4
Sun, Aug 28 2011,2400,81,2.5,72,4.2,153,3.3
Mon, Aug 29 2011,0100,43,2.3,42,4.8,85,3.5
Mon, Aug 29 2011,0200,21,4.8,21,9.5,42,7.1
Mon, Aug 29 2011,0300,17,11.8,16,25,33,18.2
Mon, Aug 29 2011,0400,10,40,12,25,22,31.8
Mon, Aug 29 2011,0500,14,35.7,32,12.5,46,19.6
Mon, Aug 29 2011,0600,62,22.6,75,24,137,23.4
Mon, Aug 29 2011,0700,162,11.7,158,12.7,320,12.2
Mon, Aug 29 2011,0800,342,5.6,370,6.8,712,6.2
Mon, Aug 29 2011,0900,340,10.6,525,4.8,865,7.1
Mon, Aug 29 2011,1000,301,14.6,342,9.1,643,11.7
Mon, Aug 29 2011,1100,297,8.4,329,9.1,626,8.8
Mon, Aug 29 2011,1200,341,10.3,327,10.1,668,10.2
Mon, Aug 29 2011,1300,366,7.4,340,6.8,706,7.1
Mon, Aug 29 2011,1400,365,8.5,332,6.6,697,7.6
Mon, Aug 29 2011,1500,404,6.7,347,6.6,751,6.7
Mon, Aug 29 2011,1600,387,8.8,361,6.9,748,7.9
Mon, Aug 29 2011,1700,463,7.6,441,7.7,904,7.6
Mon, Aug 29 2011,1800,552,4.7,456,6.4,1008,5.5
Mon, Aug 29 2011,1900,412,3.6,416,4.8,828,4.2
Mon, Aug 29 2011,2000,242,5.4,307,5.9,549,5.6
Mon, Aug 29 2011,2100,175,2.9,255,4.3,430,3.7
Mon, Aug 29 2011,2200,138,5.8,158,8.2,296,7.1
Mon, Aug 29 2011,2300,107,5.6,87,9.2,194,7.2
Mon, Aug 29 2011,2400,39,10.3,77,9.1,116,9.5
Tue, Aug 30 2011,0100,54,9.3,30,13.3,84,10.7
Tue, Aug 30 2011,0200,16,12.5,10,0,26,7.7
Tue, Aug 30 2011,0300,8,25,15,33.3,23,30.4
Tue, Aug 30 2011,0400,8,25,20,20,28,21.4
Tue, Aug 30 2011,0500,18,44.4,27,25.9,45,33.3
Tue, Aug 30 2011,0600,49,26.5,84,25,133,25.6
Tue, Aug 30 2011,0700,139,10.8,120,13.3,259,12
Tue, Aug 30 2011,0800,345,9.9,387,9.8,732,9.8
Tue, Aug 30 2011,0900,323,10.5,494,6.7,817,8.2
Tue, Aug 30 2011,1000,317,11,427,9.4,744,10.1
Tue, Aug 30 2011,1100,301,11.6,414,12.3,715,12
Tue, Aug 30 2011,1200,390,9.5,330,11.5,720,10.4
Tue, Aug 30 2011,1300,409,9.3,315,8.9,724,9.1
Tue, Aug 30 2011,1400,366,10.4,342,9.4,708,9.9
Tue, Aug 30 2011,1500,385,10.4,365,6.3,750,8.4
Tue, Aug 30 2011,1600,383,10.7,408,8.1,791,9.4
Tue, Aug 30 2011,1700,467,9,425,8,892,8.5
Tue, Aug 30 2011,1800,568,4.9,409,5.9,977,5.3
Tue, Aug 30 2011,1900,479,5.8,398,7.8,877,6.7
Tue, Aug 30 2011,2000,257,8.2,303,5,560,6.4
Tue, Aug 30 2011,2100,212,5.7,203,6.4,415,6
Tue, Aug 30 2011,2200,133,6.8,172,7.6,305,7.2
Tue, Aug 30 2011,2300,90,5.6,102,8.8,192,7.3
Tue, Aug 30 2011,2400,72,9.7,52,7.7,124,8.9
Wed, Aug 31 2011,0100,32,18.8,23,17.4,55,18.2
Wed, Aug 31 2011,0200,26,11.5,20,25,46,17.4
Wed, Aug 31 2011,0300,5,60,13,15.4,18,27.8
Wed, Aug 31 2011,0400,8,37.5,18,27.8,26,30.8
Wed, Aug 31 2011,0500,9,33.3,31,22.6,40,25
Wed, Aug 31 2011,0600,27,40.7,67,22.4,94,27.7
Wed, Aug 31 2011,0700,119,12.6,135,12.6,254,12.6
Wed, Aug 31 2011,0800,325,12.3,370,7.6,695,9.8
Wed, Aug 31 2011,0900,321,10.6,537,6.7,858,8.2
Wed, Aug 31 2011,1000,267,12.4,388,7,655,9.2
Wed, Aug 31 2011,1100,318,12.3,381,7.3,699,9.6
Wed, Aug 31 2011,1200,348,10.9,319,9.4,667,10.2
Wed, Aug 31 2011,1300,368,8.2,257,9.3,625,8.6
Wed, Aug 31 2011,1400,344,9.3,311,9.6,655,9.5
Wed, Aug 31 2011,1500,382,8.1,330,8.8,712,8.4
Wed, Aug 31 2011,1600,387,6.5,338,8,725,7.2
Wed, Aug 31 2011,1700,476,5.5,423,7.6,899,6.5
Wed, Aug 31 2011,1800,573,4,454,5.7,1027,4.8
Wed, Aug 31 2011,1900,456,3.9,396,4.5,852,4.2
Wed, Aug 31 2011,2000,259,9.7,303,5.3,562,7.3
Wed, Aug 31 2011,2100,227,7,248,3.2,475,5.1
Wed, Aug 31 2011,2200,179,5.6,145,3.4,324,4.6
Wed, Aug 31 2011,2300,103,6.8,84,7.1,187,7
Wed, Aug 31 2011,2400,68,7.4,57,1.8,125,4.8
Thu, Sep 1 2011,0100,32,15.6,25,20,57,17.5
Thu, Sep 1 2011,0200,17,23.5,21,23.8,38,23.7
Thu, Sep 1 2011,0300,11,9.1,15,33.3,26,23.1
Thu, Sep 1 2011,0400,8,37.5,12,25,20,30
Thu, Sep 1 2011,0500,13,53.8,32,31.2,45,37.8
Thu, Sep 1 2011,0600,45,40,86,24.4,131,29.8
Thu, Sep 1 2011,0700,136,12.5,137,9.5,273,11
Thu, Sep 1 2011,0800,343,11.1,372,7.8,715,9.4
Thu, Sep 1 2011,0900,365,12.6,550,6.5,915,9
Thu, Sep 1 2011,1000,308,11.7,418,8.4,726,9.8
Thu, Sep 1 2011,1100,306,10.1,355,10.1,661,10.1
Thu, Sep 1 2011,1200,346,7.8,307,10.4,653,9
Thu, Sep 1 2011,1300,338,9.8,356,10.7,694,10.2
Thu, Sep 1 2011,1400,355,11.5,339,9.1,694,10.4
Thu, Sep 1 2011,1500,404,9.7,323,9.9,727,9.8
Thu, Sep 1 2011,1600,373,8,434,9.7,807,8.9
Thu, Sep 1 2011,1700,474,7.2,405,7.7,879,7.4
Thu, Sep 1 2011,1800,617,6.6,441,5.7,1058,6.2
Thu, Sep 1 2011,1900,480,5.4,441,6.8,921,6.1
Thu, Sep 1 2011,2000,293,5.1,299,5.4,592,5.2
Thu, Sep 1 2011,2100,217,7.8,235,5.5,452,6.6
Thu, Sep 1 2011,2200,210,7.1,179,3.4,389,5.4
Thu, Sep 1 2011,2300,95,1.1,106,17.9,201,10
Thu, Sep 1 2011,2400,58,8.6,75,14.7,133,12
Fri, Sep 2 2011,0100,56,14.3,31,9.7,87,12.6
Fri, Sep 2 2011,0200,34,11.8,18,33.3,52,19.2
Fri, Sep 2 2011,0300,8,50,22,31.8,30,36.7
Fri, Sep 2 2011,0400,15,53.3,20,35,35,42.9
Fri, Sep 2 2011,0500,10,50,22,40.9,32,43.8
Fri, Sep 2 2011,0600,29,31,63,25.4,92,27.2
Fri, Sep 2 2011,0700,128,10.2,122,16.4,250,13.2
Fri, Sep 2 2011,0800,296,10.1,309,10.7,605,10.4
Fri, Sep 2 2011,0900,345,11,484,5,829,7.5
Fri, Sep 2 2011,1000,306,10.8,375,9.6,681,10.1
Fri, Sep 2 2011,1100,335,10.7,329,11.2,664,11
Fri, Sep 2 2011,1200,380,10.5,333,7.5,713,9.1
Fri, Sep 2 2011,1300,399,8.8,369,8.7,768,8.7
Fri, Sep 2 2011,1400,393,8.1,451,6.7,844,7.3
Fri, Sep 2 2011,1500,404,8.9,488,6.4,892,7.5
Fri, Sep 2 2011,1600,498,5,477,4.4,975,4.7
Fri, Sep 2 2011,1700,601,5.2,532,4.7,1133,4.9
Fri, Sep 2 2011,1800,636,3.6,572,5.2,1208,4.4
Fri, Sep 2 2011,1900,501,3.6,520,3.5,1021,3.5
Fri, Sep 2 2011,2000,358,4.5,367,4.4,725,4.4
Fri, Sep 2 2011,2100,264,3.8,278,3.6,542,3.7
Fri, Sep 2 2011,2200,179,5,191,4.2,370,4.6
Fri, Sep 2 2011,2300,105,5.7,135,4.4,240,5
Fri, Sep 2 2011,2400,99,5.1,69,7.2,168,6
Sat, Sep 3 2011,0100,40,10,48,6.2,88,8
Sat, Sep 3 2011,0200,14,7.1,20,10,34,8.8
Sat, Sep 3 2011,0300,18,11.1,19,5.3,37,8.1
Sat, Sep 3 2011,0400,17,0,12,16.7,29,6.9
Sat, Sep 3 2011,0500,9,22.2,28,21.4,37,21.6
Sat, Sep 3 2011,0600,19,10.5,39,10.3,58,10.3
Sat, Sep 3 2011,0700,44,15.9,56,16.1,100,16
Sat, Sep 3 2011,0800,102,14.7,112,8,214,11.2
Sat, Sep 3 2011,0900,167,8.4,211,5.2,378,6.6
Sat, Sep 3 2011,1000,248,7.3,240,7.5,488,7.4
Sat, Sep 3 2011,1100,414,4.3,324,4.3,738,4.3
Sat, Sep 3 2011,1200,500,2.2,368,6,868,3.8
Sat, Sep 3 2011,1300,477,2.7,395,4.3,872,3.4
Sat, Sep 3 2011,1400,481,3.3,484,2.5,965,2.9
Sat, Sep 3 2011,1500,411,2.9,367,2.2,778,2.6
Sat, Sep 3 2011,1600,392,4.6,357,3.4,749,4
Sat, Sep 3 2011,1700,423,3.5,433,2.3,856,2.9
Sat, Sep 3 2011,1800,387,2.3,421,2.9,808,2.6
Sat, Sep 3 2011,1900,376,3.5,377,3.2,753,3.3
Sat, Sep 3 2011,2000,274,4,367,3.3,641,3.6
Sat, Sep 3 2011,2100,222,3.2,209,6.2,431,4.6
Sat, Sep 3 2011,2200,154,3.9,160,1.2,314,2.5
Sat, Sep 3 2011,2300,129,0,84,3.6,213,1.4
Sat, Sep 3 2011,2400,86,4.7,64,0,150,2.7
Sun, Sep 4 2011,0100,43,4.7,42,2.4,85,3.5
Sun, Sep 4 2011,0200,42,0,21,0,63,0
Sun, Sep 4 2011,0300,13,0,19,0,32,0
Sun, Sep 4 2011,0400,17,17.6,21,9.5,38,13.2
Sun, Sep 4 2011,0500,19,0,15,6.7,34,2.9
Sun, Sep 4 2011,0600,30,3.3,27,7.4,57,5.3
Sun, Sep 4 2011,0700,36,2.8,39,5.1,75,4
Sun, Sep 4 2011,0800,97,8.2,79,6.3,176,7.4
Sun, Sep 4 2011,0900,121,5,100,6,221,5.4
Sun, Sep 4 2011,1000,135,3.7,129,6.2,264,4.9
Sun, Sep 4 2011,1100,251,3.6,181,1.7,432,2.8
Sun, Sep 4 2011,1200,273,3.7,291,3.8,564,3.7
Sun, Sep 4 2011,1300,410,1.5,380,1.1,790,1.3
Sun, Sep 4 2011,1400,466,1.3,354,2,820,1.6
Sun, Sep 4 2011,1500,429,2.1,365,3.3,794,2.6
Sun, Sep 4 2011,1600,392,2.6,355,3.4,747,2.9
Sun, Sep 4 2011,1700,349,2.9,345,2.9,694,2.9
Sun, Sep 4 2011,1800,533,1.7,474,1.1,1007,1.4
Sun, Sep 4 2011,1900,505,1.4,570,1.8,1075,1.6
Sun, Sep 4 2011,2000,396,0.8,495,2.4,891,1.7
Sun, Sep 4 2011,2100,335,1.8,472,1.1,807,1.4
Sun, Sep 4 2011,2200,252,1.2,291,1.7,543,1.5
Sun, Sep 4 2011,2300,141,3.5,130,3.1,271,3.3
Sun, Sep 4 2011,2400,65,0,67,4.5,132,2.3
Mon, Sep 5 2011,0100,32,6.2,32,3.1,64,4.7
Mon, Sep 5 2011,0200,29,3.4,14,14.3,43,7
Mon, Sep 5 2011,0300,8,62.5,8,25,16,43.8
Mon, Sep 5 2011,0400,11,36.4,13,53.8,24,45.8
Mon, Sep 5 2011,0500,12,8.3,32,18.8,44,15.9
Mon, Sep 5 2011,0600,72,16.7,107,13.1,179,14.5
Mon, Sep 5 2011,0700,169,9.5,170,9.4,339,9.4
Mon, Sep 5 2011,0800,327,6.1,402,6,729,6
Mon, Sep 5 2011,0900,325,10.2,556,4.7,881,6.7
Mon, Sep 5 2011,1000,299,9.4,339,8.3,638,8.8
Mon, Sep 5 2011,1100,300,9.3,238,10.5,538,9.9
Mon, Sep 5 2011,1200,362,7.7,331,7.6,693,7.6
Mon, Sep 5 2011,1300,371,7.5,326,5.2,697,6.5
Mon, Sep 5 2011,1400,346,6.4,335,9.3,681,7.8
Mon, Sep 5 2011,1500,374,7.5,355,6.8,729,7.1
Mon, Sep 5 2011,1600,378,6.3,325,6.8,703,6.5
Mon, Sep 5 2011,1700,430,5.1,397,7.6,827,6.3
Mon, Sep 5 2011,1800,559,4.7,401,6,960,5.2
Mon, Sep 5 2011,1900,403,5,348,6.9,751,5.9
Mon, Sep 5 2011,2000,190,4.7,319,6.3,509,5.7
Mon, Sep 5 2011,2100,146,4.8,174,7.5,320,6.2
Mon, Sep 5 2011,2200,166,5.4,123,8.9,289,6.9
Mon, Sep 5 2011,2300,112,8.9,89,7.9,201,8.5
Mon, Sep 5 2011,2400,42,11.9,48,10.4,90,11.1
Tue, Sep 6 2011,0100,20,20,29,17.2,49,18.4
Tue, Sep 6 2011,0200,22,18.2,13,15.4,35,17.1
Tue, Sep 6 2011,0300,12,25,7,14.3,19,21.1
Tue, Sep 6 2011,0400,6,50,16,37.5,22,40.9
Tue, Sep 6 2011,0500,13,30.8,27,37,40,35
Tue, Sep 6 2011,0600,34,26.5,67,17.9,101,20.8
Tue, Sep 6 2011,0700,115,14.8,150,18,265,16.6
